row_id,file_name,speaker,line_no,utterance_index_raw,prediction_status,labels_or_clean,n_labels,input,model_prediction,uncertainty_mean_token_logprob,uncertainty_min_token_logprob,uncertainty_mean_token_margin,uncertainty_min_token_margin,review_decision,notes,uncertainty_review_flag,uncertainty_review_rule
553,1077_3G2.cha,1077,27,6,CLEAN,CLEAN,0,and ah <there are> [/] &-uh there are fewer [/] &-uh fewer &-uh motor bikes .,and ah <there are> [/] &-uh there are fewer [/] &-uh fewer &-uh motor bikes .,-15.920600832919202,-24.701231002807617,7.777083333333334,1.125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
554,1077_3G2.cha,1077,30,7,CLEAN,CLEAN,0,but ah in ah Pittsburgh <the transportation are> [/] &-uh the transportation are &-uh &~m &~m more ah .,but ah in ah Pittsburgh <the transportation are> [/] &-uh the transportation are &-uh &~m &~m more ah .,-0.008428573607549577,-0.12729978561401367,7.775,2.0,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
555,1077_3G2.cha,1077,33,8,CLEAN,CLEAN,0,&-uh in Pittsburgh they have &-uh buses and &-uh trains and the subways and [/] &-uh and cars .,&-uh in Pittsburgh they have &-uh buses and &-uh trains and the subways and [/] &-uh and cars .,-17.817406773836897,-26.984712600708008,8.297916666666667,1.0,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
556,1077_3G2.cha,1077,36,9,TAGGED,[* m:allo],1,&-uh in my country <we used to:> [/] we useta have a bus .,&-uh in my country <we used to:> [/] we useta [:: used to] [* m:allo] have a bus .,-17.488343592612974,-27.156450271606445,6.692540322580645,0.0625,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
557,1077_3G2.cha,1077,39,10,CLEAN,CLEAN,0,but it's was a bad idea .,but it's was a bad idea .,-18.73415184020996,-26.632814407348633,6.863636363636363,0.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
558,1077_3G2.cha,1077,42,11,CLEAN,CLEAN,0,mm and in Pittsburgh there are a_lot of buses .,mm and in Pittsburgh there are a_lot of buses .,-0.005925910736550577,-0.05037525296211243,7.6477272727272725,3.0,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
559,1077_3G2.cha,1077,45,12,CLEAN,CLEAN,0,&~s and we can depend on it .,&~s and we can depend on it .,-17.045576962557707,-20.91073226928711,9.238636363636363,5.875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
560,1077_3G3.cha,1077,9,0,CLEAN,CLEAN,0,the topic is someone I admire .,the topic is someone I admire .,-22.147702477195047,-25.859439849853516,9.556818181818182,2.8125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
561,1077_3G3.cha,1077,12,1,CLEAN,CLEAN,0,I really admire my husband .,I really admire my husband .,-16.349494406155177,-30.156251907348633,7.315476190476191,0.75,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
562,1077_3G3.cha,1077,15,2,TAGGED,[* m:+3s:a],1,my husband always assists me to raise my children .,my husband always assists [:: assist] [* m:+3s:a] me to raise my children .,-15.487553888437699,-27.891143798828125,5.1186224489795915,1.0,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
563,1077_3G3.cha,1077,18,3,CLEAN,CLEAN,0,and he: [/] &~i he really is a fantastic man .,and he: [/] &~i he really is a fantastic man .,-16.0470689535141,-29.062501907348633,6.678571428571429,1.0625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
564,1077_3G3.cha,1077,21,4,TAGGED,[* m:+3s],1,<he always> [///] he [/] &~i <he is> [///] &-uh he always creates appropriate &~t environment for me for [/] &~sa for studying .,<he always> [///] he [/] &~i <he is> [///] &-uh he always creates [:: create] [* m:+3s] appropriate &~t environment for me for [/] &~sa for studying .,-0.02962876137870789,-0.4577353596687317,6.730867346938775,0.6875,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
565,1077_3G3.cha,1077,24,5,CLEAN,CLEAN,0,<he is> [//] &-uh <he was an> [//] he was a businessman .,<he is> [//] &-uh <he was an> [//] he was a businessman .,-14.42302900391656,-28.375240325927734,5.5608108108108105,0.75,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
566,1077_3G3.cha,1077,27,6,CLEAN,CLEAN,0,but now he [/] he is ah studying &~ha english in the united state .,but now he [/] he is ah studying &~ha english in the united state .,-16.10606339171126,-29.7812557220459,5.989864864864865,0.5,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
567,1077_3G3.cha,1077,30,7,CLEAN,CLEAN,0,<my husband> [/] &-uh my husband has a significant role in my life .,<my husband> [/] &-uh my husband has a significant role in my life .,-15.484531589456507,-28.406253814697266,6.419763513513513,1.625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
568,1077_3G3.cha,1077,33,8,CLEAN,CLEAN,0,he [//] always [//] &-uh he [/] &~il <he is> [//] ah trying [//] to [//] &-um ah <he is> [///] &-uh always [//] &~as <he is> [///] &-um okay he is always &-uh trying to &-uh make me happy .,he [//] always [//] &-uh he [/] &~il <he is> [//] ah trying [//] to [//] &-um ah <he is> [///] &-uh always [//] &~as <he is> [///] &-um okay he is always &-uh trying to &-uh make me happy .,-0.005070245914941699,-0.05421224609017372,7.9324324324324325,3.375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
569,1077_3G3.cha,1077,36,9,CLEAN,CLEAN,0,ah so &~i really really [% not repetition] my husband &~wa is a fabulous man .,ah so &~i really really [% not repetition] my husband &~wa is a fabulous man .,-18.65239170074463,-28.625,8.83,3.125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
570,1077_3G3.cha,1077,39,10,CLEAN,CLEAN,0,ah I want everyone to know him .,ah I want everyone to know him .,-17.541380405426025,-27.843835830688477,7.57,1.75,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
571,1077_3G3.cha,1077,42,11,TAGGED,[* s:r:gc:det],1,&-uh <he is> [//] ah <his mind> [/] &-uh his mind is wide opened .,&-uh <he is> [//] ah <his mind> [/] &-uh his [:: the] [* s:r:gc:det] mind is wide opened .,-17.100465059280396,-23.15238380432129,6.8642578125,0.0,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
572,1077_3G3.cha,1077,45,12,CLEAN,CLEAN,0,and &-uh <he is> [/] &-uh he is a good husband so in the &~la .,and &-uh <he is> [/] &-uh he is a good husband so in the &~la .,-0.00226952542008803,-0.009492854587733746,7.775,5.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
573,1077_4M1.cha,1077,9,0,TAGGED,[* m:0ing],1,the topic is discuss a problem in the world that concerns you .,the topic is discuss [:: discussed] [* m:0ing] a problem in the world that concerns you .,-14.456583137564303,-28.62502670288086,6.8375,0.375,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
574,1077_4M1.cha,1077,12,1,TAGGED,[* m:0ed],1,actually I concern with the homeless:ness &-uh .,actually I concern [:: concerned] [* m:0ed] with the homeless:ness &-uh .,-16.531327883402508,-29.218774795532227,6.172916666666667,0.5,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
575,1077_4M1.cha,1077,15,2,CLEAN,CLEAN,0,<being homelessness> [//] being homeless is &-uh a bad experience for many people .,<being homelessness> [//] being homeless is &-uh a bad experience for many people .,-17.12718651212495,-25.609413146972656,6.855603448275862,0.625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
576,1077_4M1.cha,1077,18,3,CLEAN,CLEAN,0,<one factor of> [///] <for being homeless> [///] is [///] &-uh there are many factors really .,<one factor of> [///] <for being homeless> [///] is [///] &-uh there are many factors really .,-0.0013387457851861434,-0.004464420955628157,8.213362068965518,5.5,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
577,1077_4M1.cha,1077,21,4,CLEAN,CLEAN,0,ah some of them like &-uh natural disasters or [/] &-uh or the lack of &-uh money or education .,ah some of them like &-uh natural disasters or [/] &-uh or the lack of &-uh money or education .,-15.73871642016555,-27.187511444091797,6.890360169491525,0.375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
578,1077_4M1.cha,1077,24,5,CLEAN,CLEAN,0,and <many people> [//] &-uh is [//] &-uh <many people has> [//] &-uh many people have &-uh been &-uh displaced from their homes &-uh due to the earthquake [% 3 syllables] or volcanoes and hurricanes .,and <many people> [//] &-uh is [//] &-uh <many people has> [//] &-uh many people have &-uh been &-uh displaced from their homes &-uh due to the earthquake [% 3 syllables] or volcanoes and hurricanes .,-0.011694487529104076,-0.11094602942466736,7.485169491525424,2.5,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
579,1077_4M1.cha,1077,27,6,CLEAN,CLEAN,0,some [///] there are some solutions that can: &-uh be good in this problem &-uh .,some [///] there are some solutions that can: &-uh be good in this problem &-uh .,-15.698445497933081,-28.60944366455078,6.609639830508475,1.5,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
580,1077_4M1.cha,1077,30,7,NON_TAGGED_CHANGED,CLEAN,0,like &-uh <many shelter> [//] &~is many shelters are being built to solve this problem .,like &-uh <many shelter> [//] &~is many shelters are being built to solve this problem .,-15.642713708392645,-26.48443031311035,6.015889830508475,0.0,,,MANUAL_REVIEW,NON_TAGGED_MIN_MARGIN_LT_0.125
581,1077_4M1.cha,1077,33,8,CLEAN,CLEAN,0,and [//] but it &~no not enough for me becaus:e the increase of population .,and [//] but it &~no not enough for me becaus:e the increase of population .,-17.366933391940208,-23.5468807220459,6.574596774193548,0.375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
582,1077_4M1.cha,1077,36,9,CLEAN,CLEAN,0,and so we need more shelters for the homelessness .,and so we need more shelters for the homelessness .,-17.41744259865053,-27.031322479248047,7.340725806451613,1.75,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
583,1077_4M1.cha,1077,39,10,CLEAN,CLEAN,0,and [/] and we need &-uh job training ah for [/] &-uh for them to educate their [//] &~sa themselves and .,and [/] and we need &-uh job training ah for [/] &-uh for them to educate their [//] &~sa themselves and .,-0.009523638920889484,-0.16374348104000092,7.307459677419355,2.4375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
584,1077_4M2.cha,1077,9,0,CLEAN,CLEAN,0,last year I came to the united state with my husband and my daughter .,last year I came to the united state with my husband and my daughter .,-18.39562543745964,-29.859375,7.401209677419355,0.8125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
585,1077_4M2.cha,1077,12,1,CLEAN,CLEAN,0,but I didn't bring my children with me .,but I didn't bring my children with me .,-21.496998702778537,-29.817384719848633,9.319852941176471,0.1875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
586,1077_4M2.cha,1077,15,2,CLEAN,CLEAN,0,I left them in my country Saudi Arabia &-uh .,I left them in my country Saudi Arabia &-uh .,-20.17937494726742,-28.718780517578125,8.669117647058824,1.75,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
587,1077_4M2.cha,1077,18,3,CLEAN,CLEAN,0,actually that affected <in my> [/] in my performance and in my education .,actually that affected <in my> [/] in my performance and in my education .,-0.015428986981158447,-0.10213155299425125,6.665441176470588,2.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
588,1077_4M2.cha,1077,21,4,TAGGED,[* m:+3s],1,because I: [/] I miss them all the time .,because I: [/] I miss [:: miss] [* m:+3s] them all the time .,-17.263385152816774,-25.125009536743164,6.571875,0.125,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
589,1077_4M2.cha,1077,24,5,TAGGED,[* m:base:ed],1,and I [/] I [/] <I always> [/] &~wa &-uh <I always was> [//] I always think of them .,and I [/] I [/] <I always> [/] &~wa &-uh <I always was> [//] I always think [:: thought] [* m:base:ed] of them .,-15.15737491401669,-25.172061920166016,7.56875,3.0625,,,AUTO_ACCEPT,TAGGED_MIN_MARGIN_GTE_1.4375
590,1077_4M2.cha,1077,27,6,CLEAN,CLEAN,0,but I think I should have brought them with me .,but I think I should have brought them with me .,-18.647475526139544,-31.250001907348633,8.320945945945946,0.3125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
591,1077_4M2.cha,1077,30,7,CLEAN,CLEAN,0,because <if I had> [/] &-uh if I had brought them with me I [/] &~w I would have been more comfortable [% 4 syllables] .,because <if I had> [/] &-uh if I had brought them with me I [/] &~w I would have been more comfortable [% 4 syllables] .,-0.006120667597487399,-0.14930132031440735,8.059121621621621,2.0,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
592,1077_4M2.cha,1077,33,8,CLEAN,CLEAN,0,and <that will> [/] that will secure my education .,and <that will> [/] that will secure my education .,-16.104629916113776,-30.500003814697266,6.618243243243243,0.375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
593,1077_4M2.cha,1077,36,9,TAGGED,[* m:vsg:a],1,so missing my: &-uh children is one of the factors which affected my results .,so missing my: &-uh children is [:: are] [* m:vsg:a] one of the factors which affected my results .,-17.14707587864444,-27.585939407348633,7.245833333333334,0.0,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
594,1077_4M2.cha,1077,39,10,CLEAN,CLEAN,0,<in my> [/] &~pers ah in ah my perspective &-uh I shouldn't have left them in my country .,<in my> [/] &~pers ah in ah my perspective &-uh I shouldn't have left them in my country .,-0.004117940944726999,-0.020427795127034187,7.730324074074074,4.125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
595,1077_4M2.cha,1077,42,11,CLEAN,CLEAN,0,and I will correct this mistake and bring them with me to the united state .,and I will correct this mistake and bring them with me to the united state .,-18.406085544162327,-29.46916389465332,8.106481481481481,2.3125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
596,1077_5U1.cha,1077,9,0,TAGGED,[* m:0ed],1,the topic is talk about media violence in my country which is Saudi Arabia especially on tv and in movies .,the topic is talk [:: talked] [* m:0ed] about media violence in my country which is Saudi Arabia especially on tv and in movies .,-19.79878675142924,-28.90632438659668,7.883333333333334,1.0,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
597,1077_5U1.cha,1077,12,1,TAGGED,[* m:vsg:a],1,actually <there is> [/] there is amount of violence in the media in Saudi Arabia .,actually <there is> [/] there is [:: are] [* m:vsg:a] amount of violence in the media in Saudi Arabia .,-17.010682047269636,-27.359375,7.651209677419355,0.5,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
598,1077_5U1.cha,1077,15,2,CLEAN,CLEAN,0,and &-um some of them should be censored .,and &-um some of them should be censored .,-17.822793126106262,-29.718759536743164,7.552083333333333,0.1875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
599,1077_5U1.cha,1077,18,3,CLEAN,CLEAN,0,<on &~th> [//] some of them <should be> [/] &~bay should be banned .,<on &~th> [//] some of them <should be> [/] &~bay should be banned .,-0.007368183455885931,-0.039172302931547165,7.130208333333333,3.8125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
600,1077_5U1.cha,1077,21,4,TAGGED,[* m:03s:a],1,<it depends &~h on the:> [//] it depend on who watch these movies .,<it depends &~h on the:> [//] it depend [:: depends] [* m:03s:a] on who watch [:: watches] [* m:03s:a] these movies .,-16.79236309668597,-24.911937713623047,7.314338235294118,1.8125,,,AUTO_ACCEPT,TAGGED_MIN_MARGIN_GTE_1.4375
601,1077_5U1.cha,1077,24,5,TAGGED,[* m:vsg:a],1,because sometimes we f:ind some movies which is not action movies .,because sometimes we f:ind some movies which is not [:: are] [* m:vsg:a] action movies .,-17.7212028918059,-24.605695724487305,6.353260869565218,0.75,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
602,1077_5U1.cha,1077,27,6,TAGGED,[* m:03s:a],1,and <we we:> [/] we found some scenes which contain violence scenes .,and <we we:> [/] we found some scenes which contain [:: contain] [* m:03s:a] violence scenes .,-0.17034407881304936,-0.9796578288078308,5.570652173913044,0.25,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
603,1077_5U1.cha,1077,30,7,TAGGED,[* m:+en],1,and we can't banned all these movies .,and we can't banned [:: ban] [* m:+en] all these movies .,-18.538569152355194,-26.163114547729492,7.927083333333333,0.5,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
604,1077_5U1.cha,1077,33,8,CLEAN,CLEAN,0,&~a because &-uh &~i it depends on the desire .,&~a because &-uh &~i it depends on the desire .,-0.008086770837508084,-0.07443340867757797,7.21484375,2.625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
605,1077_5U1.cha,1077,36,9,NON_TAGGED_CHANGED,CLEAN,0,and we can ah found this violence in news and in [/] &-uh in games .,and we can ah found this violence in news and in [/] &-uh in games .,-15.769265189315334,-29.757213592529297,6.418087121212121,0.0,,,MANUAL_REVIEW,NON_TAGGED_MIN_MARGIN_LT_0.125
606,1077_5U1.cha,1077,39,10,CLEAN,CLEAN,0,so &-um from my perspective I: [/] &-um I think if we: banned such these violent scenes in the movies and on tv it will be: ah eliminate [//] and [//] &-um &~de &-uh eliminate many crimes in the society sutch [: such] as crimes and robbery .,so &-um from my perspective I: [/] &-um I think if we: banned such these violent scenes in the movies and on tv it will be: ah eliminate [//] and [//] &-um &~de &-uh eliminate many crimes in the society sutch [: such] as crimes and robbery .,-0.012230809519926632,-0.2550370693206787,7.568181818181818,1.375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
607,1077_5U1.cha,1077,42,11,CLEAN,CLEAN,0,and &-um the people will not learn how to do these crimes .,and &-um the people will not learn how to do these crimes .,-16.482139507929485,-29.31256675720215,6.714488636363637,0.625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
608,1077_5U3.cha,1077,9,0,CLEAN,CLEAN,0,the topic is <when the> [/] &~g when the gap between the rich and the poor is so large you needta balance a desire for luxury with compassion for the needs of others .,the topic is <when the> [/] &~g when the gap between the rich and the poor is so large you needta balance a desire for luxury with compassion for the needs of others .,-17.567985917582657,-31.531280517578125,7.332386363636363,0.375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
609,1077_5U3.cha,1077,12,1,CLEAN,CLEAN,0,yes I agree with this statement .,yes I agree with this statement .,-18.107333560784657,-26.742191314697266,7.565104166666667,1.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
610,1077_5U3.cha,1077,15,2,CLEAN,CLEAN,0,because everyone should [/] &-um should assist the [/] &~b the [/] ah the poor people .,because everyone should [/] &-um should assist the [/] &~b the [/] ah the poor people .,-0.0041196079009750974,-0.022609317675232887,7.2734375,4.625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
611,1077_5U3.cha,1077,18,3,CLEAN,CLEAN,0,and &-um ah &~i nowadays there are many people who live in poverty .,and &-um ah &~i nowadays there are many people who live in poverty .,-19.762669165929157,-28.312501907348633,8.458333333333334,1.4375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
612,1077_5U3.cha,1077,21,4,CLEAN,CLEAN,0,and they couldn't afford the: [/] the basic demand on their lives .,and they couldn't afford the: [/] the basic demand on their lives .,-17.77421106894811,-29.546875,7.328125,0.375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
613,1077_5U3.cha,1077,24,5,CLEAN,CLEAN,0,they crave to have their meals .,they crave to have their meals .,-16.179963344182724,-28.563364028930664,6.378605769230769,1.0625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
614,1077_5U3.cha,1077,27,6,CLEAN,CLEAN,0,so it is not logical to show up and to go with a luxurious car and [///] &-uh <in poor> [/] in poor &-uh streets or ah in poor ah areas .,so it is not logical to show up and to go with a luxurious car and [///] &-uh <in poor> [/] in poor &-uh streets or ah in poor ah areas .,-15.503043979925469,-29.828125,6.816506410256411,0.625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
615,1077_5U3.cha,1077,30,7,CLEAN,CLEAN,0,so &-uh it's a good idea to: [/] to try to help them and <try to use> [//] &-uh try to: donate and &-uh give [/] &~i give &-uh some money &-uh for the charity if you couldn't contact with them &-uh individually .,so &-uh it's a good idea to: [/] to try to help them and <try to use> [//] &-uh try to: donate and &-uh give [/] &~i give &-uh some money &-uh for the charity if you couldn't contact with them &-uh individually .,-17.485340313814305,-26.656702041625977,7.665064102564102,0.8125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
616,1077_5U3.cha,1077,33,8,CLEAN,CLEAN,0,so <you can> [/] &-um you can give them &-uh from your salary &-uh a little amount to show them <you are not> [//] &~forge <you you> [/] you don't forget them and to show them &-uh how you [/] are [/] &-um you are not selfish and you are thinking of them .,so <you can> [/] &-um you can give them &-uh from your salary &-uh a little amount to show them <you are not> [//] &~forge <you you> [/] you don't forget them and to show them &-uh how you [/] are [/] &-um you are not selfish and you are thinking of them .,-0.004344989767420115,-0.030720794573426247,7.662660256410256,4.0625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
617,1077_5U3.cha,1077,36,9,CLEAN,CLEAN,0,&-uh <this is> [/] &-uh this is a great idea .,&-uh <this is> [/] &-uh this is a great idea .,-16.034547718203797,-27.609384536743164,6.634566326530612,1.125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
618,1077_5U3.cha,1077,39,10,CLEAN,CLEAN,0,because &-uh if ah everyone do that ah <he can> [//] or [//] we can .,because &-uh if ah everyone do that ah <he can> [//] or [//] we can .,-14.875816899902967,-23.176116943359375,6.345663265306122,0.1875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
619,1081_3F1.cha,1081,9,0,CLEAN,CLEAN,0,my favorite food &-uh &-uh <in my:> [//] &-uh when [/] &-uh when I &-uh child &-uh &-uh &-uh was &-um pasta with ah red sauce .,my favorite food &-uh &-uh <in my:> [//] &-uh when [/] &-uh when I &-uh child &-uh &-uh &-uh was &-um pasta with ah red sauce .,-0.008511023453045672,-0.11531145125627518,7.67984693877551,2.4375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
620,1081_3F1.cha,1081,12,1,CLEAN,CLEAN,0,&-uh &-uh I think &-uh &~intagraduate in(gre)dients &-uh from &-uh pasta and tomato and &-uh &-uh small pieces &-uh meat .,&-uh &-uh I think &-uh &~intagraduate in(gre)dients &-uh from &-uh pasta and tomato and &-uh &-uh small pieces &-uh meat .,-16.74661937766863,-27.28125762939453,8.38329081632653,1.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
621,1081_3F1.cha,1081,15,2,CLEAN,CLEAN,0,and my mother &-uh &-uh &-uh she [/] &-uh she made it &-uh to me &-uh anytime .,and my mother &-uh &-uh &-uh she [/] &-uh she made it &-uh to me &-uh anytime .,-16.857172446492324,-27.4531307220459,7.908333333333333,0.375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
622,1081_3F1.cha,1081,18,3,CLEAN,CLEAN,0,&-uh when &-uh I want &-uh eat &-uh pasta with red sauce &-uh I told her &-uh <I want> [//] &-uh I need that or I want that .,&-uh when &-uh I want &-uh eat &-uh pasta with red sauce &-uh I told her &-uh <I want> [//] &-uh I need that or I want that .,-0.003673744412945881,-0.02335294336080551,8.120833333333334,3.75,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
623,1081_3F1.cha,1081,21,4,CLEAN,CLEAN,0,she: made it &-uh to me .,she: made it &-uh to me .,-15.61092536714342,-26.346235275268555,6.426388888888889,2.75,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
624,1081_3F1.cha,1081,24,5,CLEAN,CLEAN,0,&-uh I like it &-uh pasta: mm from &-uh &-uh &~m mm .,&-uh I like it &-uh pasta: mm from &-uh &-uh &~m mm .,-16.73236696985033,-25.687910079956055,7.45,0.375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
625,1081_3F2.cha,1081,9,0,CLEAN,CLEAN,0,the &~transboration &~stransportoration transportation [/] transporatation [: transportation] in my country it's different &-uh from: mm Pittsburgh .,the &~transboration &~stransportoration transportation [/] transporatation [: transportation] in my country it's different &-uh from: mm Pittsburgh .,-0.012257900227420274,-0.27658289670944214,7.619791666666667,1.375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
626,1081_3F2.cha,1081,12,1,CLEAN,CLEAN,0,because &-uh my country we: don't have the [/] &-uh the [/] the train .,because &-uh my country we: don't have the [/] &-uh the [/] the train .,-13.239344549750866,-25.89151954650879,6.713541666666667,1.4375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
627,1081_3F2.cha,1081,15,2,CLEAN,CLEAN,0,it's &-uh don't ah available .,it's &-uh don't ah available .,-15.845360808902317,-29.156301498413086,6.402777777777778,1.0,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
628,1081_3F2.cha,1081,18,3,CLEAN,CLEAN,0,&-uh &-uh and &-uh we have a few buses .,&-uh &-uh and &-uh we have a few buses .,-14.420183655250943,-26.515670776367188,7.310763888888889,1.4375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
629,1081_3F2.cha,1081,21,4,CLEAN,CLEAN,0,&-uh because the [/] &-uh the weather is &-uh nonappropriate &-uh in [/] in my country because we have &-uh hot weather .,&-uh because the [/] &-uh the weather is &-uh nonappropriate &-uh in [/] in my country because we have &-uh hot weather .,-16.672486297446692,-25.593921661376953,7.9735576923076925,0.5,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
630,1081_3F2.cha,1081,24,5,CLEAN,CLEAN,0,an(d) now &-uh the authority they [/] <they have> [/] &-uh <they have> [/] &-uh mm they have &-uh good economy .,an(d) now &-uh the authority they [/] <they have> [/] &-uh <they have> [/] &-uh mm they have &-uh good economy .,-0.004961575375639371,-0.06330724060535431,8.057692307692308,3.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
631,1081_3F2.cha,1081,27,6,CLEAN,CLEAN,0,and [/] &-uh and they want &-uh &~creat &-uh create [/] &-uh create &-uh trains &-uh between &-uh cities .,and [/] &-uh and they want &-uh &~creat &-uh create [/] &-uh create &-uh trains &-uh between &-uh cities .,-17.590653272775505,-23.78325653076172,7.334134615384615,2.5,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
632,1081_3F2.cha,1081,30,7,CLEAN,CLEAN,0,&-uh and &-uh &~ba because now <the street> [///] ah we have the street &-uh very traffic .,&-uh and &-uh &~ba because now <the street> [///] ah we have the street &-uh very traffic .,-17.57851008879833,-26.804704666137695,7.13301282051282,0.6875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
