row_id,split,source_group,error_count,trace_ambiguous,tags
1820,train,TD,1,False,[* m:=ed]
9793,train,synthetic,1,False,[* m:vun:a]
10436,train,synthetic,1,False,[* m:+en]
7029,train,synthetic,1,False,[* m:++ed:i]
272,train,synthetic,2,False,[* m:+ing]|[* m:0s:a]
4292,train,TD,0,False,
5908,train,TD,0,False,
9117,train,synthetic,1,False,[* m:++ed:i]
10259,train,synthetic,1,False,[* m:sub:ed]
7141,train,synthetic,1,False,[* m:0's]
619,train,synthetic,2,False,[* m:0ing]|[* m:0ing]
154,train,synthetic,1,False,[* m:+3s:a]
10205,train,synthetic,1,False,[* m:0ing]
212,train,synthetic,1,False,[* m:base:ed]
10246,train,synthetic,1,False,[* m:sub:ed]
8056,train,synthetic,1,False,[* s:r:der]
1562,train,DLD,1,False,[* m:03s:a]
8048,train,synthetic,1,False,[* s:r:der]
7218,train,synthetic,1,False,[* m:irr:s]
1082,train,synthetic,1,False,[* m:++ed]
7941,train,synthetic,1,False,[* m:base:ed]
10419,train,synthetic,1,False,[* m:+en]
992,train,synthetic,1,False,[* m:+s:a]
6991,train,synthetic,1,False,[* m:++ed:i]
3047,train,synthetic,0,False,
8445,train,synthetic,1,False,[* m:++s]
7755,train,synthetic,1,False,[* m:+ed]
17,train,synthetic,1,False,[* m:irr:en]
5593,train,DLD,0,False,
10474,train,synthetic,1,False,[* m:+en]
7960,train,synthetic,1,False,[* m:base:ed]
1796,train,TD,1,False,[* m:=ed]
3283,train,TD,0,False,
1058,train,synthetic,1,False,[* m:++ed]
7479,train,synthetic,1,False,[* m:0ed]
1468,train,synthetic,1,False,[* m:++ed:i]
395,train,synthetic,1,False,[* m:allo]
10514,train,synthetic,1,False,[* m:=en]
8209,train,synthetic,1,False,[* m:irr:en]
7322,train,synthetic,1,False,[* m:base:s]
4884,train,TD,0,False,
9032,train,synthetic,1,False,[* m:0s:a]
9525,train,synthetic,1,False,[* m:=s]
3699,train,TD,0,False,
6757,train,TD,0,False,
1607,train,TD,1,False,[* m:=ed]
9573,train,synthetic,1,False,[* m:base:s]
1061,train,synthetic,1,False,[* m:++ed]
9124,train,synthetic,1,False,[* m:++ed:i]
4970,train,DLD,0,False,
9704,train,synthetic,1,False,[* m:vsg:a]
990,train,synthetic,1,False,[* m:+s:a]
1958,train,TD,0,False,
4638,train,DLD,0,False,
8302,train,synthetic,1,False,[* m:++s]
2156,train,TD,0,False,
936,train,synthetic,1,False,[* s:r:gc:det]
83,train,synthetic,1,False,[* m:+ed]
5738,train,TD,0,False,
1375,train,TD,1,False,[* m:+ing]
3189,train,TD,0,False,
47,train,synthetic,1,False,[* m:irr:en]
9799,train,synthetic,1,False,[* m:vun:a]
7415,train,synthetic,1,False,[* m:=en]
6418,train,TD,0,False,
9875,train,synthetic,1,False,[* m:vsg:a]
8334,train,synthetic,1,False,[* m:++s:i]
3418,train,TD,0,False,
2573,train,TD,0,False,
1710,train,TD,1,False,[* m:vsg:a]
3224,train,TD,0,False,
40,train,synthetic,1,False,[* m:irr:en]
7158,train,synthetic,1,False,[* m:0's]
8164,train,synthetic,1,False,[* m:irr:en]
8715,train,synthetic,1,False,[* m:++ed]
647,train,synthetic,0,False,
6625,train,TD,0,False,
4889,train,synthetic,0,False,
465,train,synthetic,0,False,
5686,train,TD,0,False,
2,train,synthetic,1,False,[* m:irr:en]
6502,train,TD,0,False,
7094,train,synthetic,1,False,[* m:++en:i]
9426,train,synthetic,1,False,[* m:irr:s]
6884,train,synthetic,1,False,[* s:r:gc:det]
9209,train,synthetic,1,False,[* s:r:gc:pro]
9046,train,synthetic,1,False,[* m:sub:en]
4698,train,DLD,0,False,
9139,train,synthetic,1,False,[* m:++ed:i]
8358,train,synthetic,1,False,[* m:++s:i]
1581,train,TD,1,False,[* m:=ed]
2601,train,TD,0,False,
9578,train,synthetic,1,False,[* m:base:s]
7478,train,synthetic,1,False,[* m:0ed]
5732,train,TD,0,False,
2556,train,DLD,1,False,[* m:03s:a]
1306,train,TD,1,False,[* m:0ing]
1699,train,synthetic,1,False,[* m:allo]
81,train,synthetic,1,False,[* m:+ed]
9285,train,synthetic,1,False,[* m:++en:i]
8203,train,synthetic,1,False,[* m:irr:en]
7219,train,synthetic,1,False,[* m:irr:s]
325,train,synthetic,2,False,[* m:03s:a]|[* s:r:der]
126,train,synthetic,1,False,[* m:+3s]
210,train,synthetic,1,False,[* m:base:ed]
10504,train,synthetic,1,False,[* m:=en]
8105,train,synthetic,1,False,[* s:r:der]
10305,train,synthetic,1,False,[* m:+ing]
3494,train,TD,0,False,
9256,train,synthetic,1,False,[* m:++en:i]
9500,train,synthetic,1,False,[* m:irr:s]
197,train,synthetic,1,False,[* m:+3s:a]
9570,train,synthetic,1,False,[* m:base:s]
9508,train,synthetic,1,False,[* m:=s]
8914,train,synthetic,1,False,[* m:base:est]
9088,train,synthetic,1,False,[* m:sub:en]
7476,train,synthetic,1,False,[* m:0ed]
9383,train,synthetic,1,False,[* m:0's]
7064,train,synthetic,1,False,[* s:r:gc:pro]
1228,train,synthetic,1,False,[* m:base:er]
9136,train,synthetic,1,False,[* m:++ed:i]
7170,train,synthetic,1,False,[* m:0's]
8511,train,synthetic,1,False,[* s:r:gc:det]
1096,train,synthetic,1,False,[* m:++ed]
409,train,synthetic,1,False,[* m:irr:ed]
5276,train,synthetic,0,False,
8361,train,synthetic,1,False,[* m:++s:i]
8374,train,synthetic,1,False,[* m:++s:i]
9022,train,synthetic,1,False,[* m:0s:a]
9354,train,synthetic,1,False,[* m:0's]
2549,train,TD,0,False,
824,train,synthetic,1,False,[* m:++s]
6690,train,TD,0,False,
7284,train,synthetic,1,False,[* m:=s]
10517,train,synthetic,1,False,[* m:=en]
8853,train,synthetic,1,False,[* m:base:er]
7898,train,synthetic,1,False,[* m:+3s:a]
7816,train,synthetic,1,False,[* m:+3s]
4010,train,DLD,0,False,
481,train,synthetic,0,False,
7160,train,synthetic,1,False,[* m:0's]
8054,train,synthetic,1,False,[* s:r:der]
8103,train,synthetic,1,False,[* s:r:der]
8794,train,synthetic,1,False,[* s:r:prep]
8430,train,synthetic,1,False,[* m:++s]
827,train,synthetic,1,False,[* m:++s]
7608,train,synthetic,1,False,[* m:sub:ed]
6890,train,synthetic,1,False,[* m:0s:a]
1274,train,DLD,1,False,[* s:r:gc:pro]
263,train,synthetic,1,False,[* m:+ing]
9579,train,synthetic,1,False,[* m:base:s]
377,train,synthetic,1,False,[* m:allo]
42,train,synthetic,1,False,[* m:irr:en]
10442,train,synthetic,1,False,[* m:+en]
7907,train,synthetic,1,False,[* m:+3s:a]
6923,train,synthetic,1,False,[* m:0s:a]
5735,train,synthetic,0,False,
9030,train,synthetic,1,False,[* m:0s:a]
10509,train,synthetic,1,False,[* m:=en]
1598,train,DLD,1,False,[* m:allo]
6284,train,TD,0,False,
9475,train,synthetic,1,False,[* m:irr:s]
10529,train,synthetic,1,False,[* m:=en]
8915,train,synthetic,1,False,[* m:base:est]
1772,train,TD,1,False,[* m:allo]
8000,train,synthetic,1,False,[* m:base:ed]
10203,train,synthetic,1,False,[* m:0ing]
3292,train,synthetic,0,False,
7871,train,synthetic,1,False,[* m:+3s]
2078,train,synthetic,0,False,
809,train,synthetic,1,False,[* m:++s:i]
4867,train,synthetic,0,False,
6801,train,synthetic,1,False,[* m:base:en]
9289,train,synthetic,1,False,[* m:++en:i]
3258,train,TD,0,False,
8894,train,synthetic,1,False,[* m:base:er]
7820,train,synthetic,1,False,[* m:+3s]
9589,train,synthetic,1,False,[* m:base:s]
574,train,synthetic,1,False,[* m:0ing]
2721,train,TD,0,False,
10448,train,synthetic,1,False,[* m:+en]
8598,train,synthetic,1,False,[* m:+s:a]
9084,train,synthetic,1,False,[* m:sub:en]
6791,train,synthetic,1,False,[* m:base:en]
9936,train,synthetic,1,False,[* m:0ed]
2879,train,TD,0,False,
8571,train,synthetic,1,False,[* m:+s:a]
1507,train,TD,1,False,[* m:=ed]
9222,train,synthetic,1,False,[* m:++en:i]
1709,train,TD,1,False,[* s:r:gc:pro]
10433,train,synthetic,1,False,[* m:+en]
9105,train,synthetic,1,False,[* m:++ed:i]
8923,train,synthetic,1,False,[* m:base:est]
8966,train,synthetic,1,False,[* m:base:en]
7835,train,synthetic,1,False,[* m:+3s]
645,train,synthetic,1,False,[* m:=ed]
329,train,synthetic,1,False,[* s:r:der]
1107,train,synthetic,1,False,[* s:r:prep]
8052,train,synthetic,1,False,[* s:r:der]
3869,train,DLD,0,False,
5576,train,TD,0,False,
5999,train,TD,0,False,
9377,train,synthetic,1,False,[* m:0's]
7207,train,synthetic,1,False,[* m:irr:s]
9242,train,synthetic,1,False,[* m:++en:i]
308,train,synthetic,1,False,[* s:r:der]
2101,train,TD,0,False,
3803,train,TD,0,False,
8469,train,synthetic,1,False,[* s:r:gc:det]
9408,train,synthetic,1,False,[* m:0's]
8944,train,synthetic,1,False,[* m:base:en]
8728,train,synthetic,1,False,[* m:++ed]
1846,train,DLD,1,False,[* m:03s:a]
8182,train,synthetic,1,False,[* m:irr:en]
6261,train,TD,0,False,
9576,train,synthetic,1,False,[* m:base:s]
7984,train,synthetic,1,False,[* m:base:ed]
7422,train,synthetic,1,False,[* m:=en]
9717,train,synthetic,1,False,[* m:vun:a]
10472,train,synthetic,1,False,[* m:+en]
8286,train,synthetic,1,False,[* m:irr:ed]
1125,train,synthetic,2,False,[* m:03s:a]|[* s:r:prep]
1172,train,synthetic,1,False,[* m:base:er]
1903,train,TD,1,False,[* m:=ed]
8035,train,synthetic,1,False,[* s:r:der]
3023,train,TD,0,False,
8583,train,synthetic,1,False,[* m:+s:a]
2440,train,TD,0,False,
8476,train,synthetic,1,False,[* s:r:gc:det]
4893,train,synthetic,0,False,
1095,train,synthetic,1,False,[* m:++ed]
165,train,synthetic,1,False,[* m:+3s:a]
2894,train,TD,0,False,
9282,train,synthetic,1,False,[* m:++en:i]
1289,train,TD,1,False,[* m:allo]
7318,train,synthetic,1,False,[* m:base:s]
906,train,synthetic,1,False,[* m:++s]
8718,train,synthetic,1,False,[* m:++ed]
1114,train,synthetic,1,False,[* s:r:prep]
1744,train,DLD,1,False,[* m:+ed]
10501,train,synthetic,1,False,[* m:=en]
7746,train,synthetic,1,False,[* m:+ed]
9404,train,synthetic,1,False,[* m:0's]
8344,train,synthetic,1,False,[* m:++s:i]
8898,train,synthetic,1,False,[* m:base:est]
3019,train,synthetic,0,False,
664,train,synthetic,1,False,[* m:vsg:a]
7015,train,synthetic,1,False,[* m:++ed:i]
4939,train,TD,0,False,
6883,train,synthetic,1,False,[* s:r:gc:det]
10182,train,synthetic,1,False,[* m:0ing]
6518,train,TD,0,False,
9714,train,synthetic,1,False,[* m:vsg:a]
8163,train,synthetic,1,False,[* m:irr:en]
3982,train,TD,0,False,
3392,train,TD,0,False,
8545,train,synthetic,1,False,[* s:r:gc:det]
9901,train,synthetic,1,False,[* m:0ed]
3945,train,TD,0,False,
8880,train,synthetic,1,False,[* m:base:er]
1939,train,TD,1,False,[* m:=ed]
7445,train,synthetic,1,False,[* m:0ed]
5746,train,TD,0,False,
6911,train,synthetic,1,False,[* m:0s:a]
8272,train,synthetic,1,False,[* m:irr:ed]
7825,train,synthetic,1,False,[* m:+3s]
71,train,synthetic,2,False,[* m:03s:a]|[* m:+ed]
8016,train,synthetic,1,False,[* m:base:ed]
10447,train,synthetic,1,False,[* m:+en]
8990,train,synthetic,2,False,[* m:0s:a]|[* m:03s:a]
994,train,synthetic,1,False,[* m:+s:a]
7004,train,synthetic,1,False,[* m:++ed:i]
8504,train,synthetic,1,False,[* s:r:gc:det]
1842,train,synthetic,1,False,[* m:03s:a]
8008,train,synthetic,1,False,[* m:base:ed]
4906,train,synthetic,0,False,
8863,train,synthetic,1,False,[* m:base:er]
3169,train,TD,0,False,
9013,train,synthetic,1,False,[* m:0s:a]
5943,train,TD,0,False,
9540,train,synthetic,1,False,[* m:=s]
6358,train,TD,0,False,
8810,train,synthetic,1,False,[* s:r:prep]
7244,train,synthetic,1,False,[* m:=s]
6399,train,DLD,0,False,
4139,train,DLD,0,False,
5479,train,synthetic,0,False,
1806,train,DLD,1,False,[* m:03s:a]
9786,train,synthetic,1,False,[* m:vsg:a]
1663,train,TD,1,False,[* m:++ed:i]
7660,train,synthetic,1,False,[* m:irr:en]
8437,train,synthetic,1,False,[* m:++s]
4247,train,synthetic,0,False,
7280,train,synthetic,1,False,[* m:=s]
8348,train,synthetic,1,False,[* m:++s:i]
416,train,synthetic,1,False,[* m:irr:ed]
1541,train,DLD,1,False,[* s:r:prep]
2734,train,TD,0,False,
9910,train,synthetic,1,False,[* m:0ed]
1130,train,synthetic,1,False,[* s:r:prep]
1186,train,synthetic,1,False,[* m:base:est]
1196,train,synthetic,1,False,[* m:base:est]
10467,train,synthetic,1,False,[* m:+en]
10478,train,synthetic,1,False,[* m:+en]
8006,train,synthetic,1,False,[* m:base:ed]
8362,train,synthetic,1,False,[* m:++s]
3463,train,TD,0,False,
10169,train,synthetic,1,False,[* m:0ing]
8538,train,synthetic,1,False,[* s:r:gc:det]
8041,train,synthetic,1,False,[* s:r:der]
7062,train,synthetic,1,False,[* s:r:gc:pro]
8038,train,synthetic,1,False,[* s:r:der]
6824,train,synthetic,1,False,[* m:base:en]
1163,train,synthetic,1,False,[* m:base:er]
599,train,synthetic,1,False,[* m:0ing]
198,train,synthetic,1,False,[* m:+3s:a]
6764,train,DLD,0,False,
9764,train,synthetic,1,False,[* m:vsg:a]
7991,train,synthetic,1,False,[* m:base:ed]
8181,train,synthetic,1,False,[* m:irr:en]
8760,train,synthetic,2,False,[* m:0ed]|[* s:r:prep]
1227,train,synthetic,1,False,[* m:base:est]
8591,train,synthetic,1,False,[* m:+s:a]
1613,train,DLD,1,False,[* m:03s:a]
7297,train,synthetic,1,False,[* m:base:s]
1233,train,synthetic,1,False,[* m:base:est]
3935,train,synthetic,0,False,
8388,train,synthetic,1,False,[* m:++s:i]
2293,train,TD,0,False,
7227,train,synthetic,1,False,[* m:irr:s]
5966,train,TD,0,False,
10394,train,synthetic,1,False,[* m:+en]
4280,train,TD,0,False,
1916,train,DLD,1,False,[* m:03s:a]
5098,train,TD,0,False,
7416,train,synthetic,1,False,[* m:=en]
7097,train,synthetic,1,False,[* m:++en:i]
6267,train,synthetic,0,False,
438,train,synthetic,1,False,[* m:irr:ed]
1459,train,synthetic,1,False,[* m:allo]
1777,train,TD,2,False,[* m:=ed]|[* s:r:der]
3582,train,TD,0,False,
886,train,synthetic,1,False,[* m:++s]
6835,train,synthetic,1,False,[* m:base:en]
1177,train,synthetic,1,False,[* m:base:est]
3514,train,TD,0,False,
3145,train,TD,0,False,
1151,train,synthetic,1,False,[* s:r:prep]
10288,train,synthetic,1,False,[* m:+ing]
6970,train,synthetic,1,False,[* m:sub:en]
5743,train,TD,0,False,
6832,train,synthetic,1,False,[* m:base:en]
1309,train,synthetic,1,False,[* s:r:gc:pro]
7967,train,synthetic,1,False,[* m:base:ed]
7826,train,synthetic,1,False,[* m:+3s]
8973,train,synthetic,1,False,[* m:base:en]
6875,train,synthetic,1,False,[* s:r:gc:det]
10427,train,synthetic,1,False,[* m:+en]
436,train,synthetic,1,False,[* m:irr:ed]
4810,train,DLD,0,False,
9457,train,synthetic,1,False,[* m:irr:s]
9558,train,synthetic,1,False,[* m:base:s]
8941,train,synthetic,1,False,[* m:base:en]
10424,train,synthetic,1,False,[* m:+en]
9438,train,synthetic,1,False,[* m:irr:s]
7432,train,synthetic,1,False,[* m:=en]
8785,train,synthetic,1,False,[* s:r:prep]
10306,train,synthetic,1,False,[* m:+ing]
1417,train,DLD,1,False,[* m:=ed]
3455,train,TD,0,False,
9207,train,synthetic,1,False,[* s:r:gc:pro]
4729,train,DLD,0,False,
2414,train,TD,0,False,
8044,train,synthetic,1,False,[* s:r:der]
8879,train,synthetic,1,False,[* m:base:er]
1843,train,TD,1,False,[* m:base:ed]
7455,train,synthetic,1,False,[* m:0ed]
8903,train,synthetic,1,False,[* m:base:est]
7267,train,synthetic,1,False,[* m:=s]
7621,train,synthetic,1,False,[* m:sub:ed]
8287,train,synthetic,1,False,[* m:irr:ed]
6819,train,synthetic,1,False,[* m:base:en]
5044,train,synthetic,0,False,
533,train,synthetic,0,False,
3816,train,TD,0,False,
8528,train,synthetic,1,False,[* s:r:gc:det]
8745,train,synthetic,1,False,[* m:++ed]
253,train,synthetic,1,False,[* m:+ing]
7205,train,synthetic,1,False,[* m:irr:s]
3613,train,DLD,0,False,
291,train,synthetic,1,False,[* m:+ing]
4441,train,TD,0,False,
9393,train,synthetic,1,False,[* m:0's]
4892,train,synthetic,0,False,
4826,train,synthetic,0,False,
10493,train,synthetic,1,False,[* m:=en]
2444,train,TD,0,False,
821,train,synthetic,1,False,[* m:++s]
1522,train,TD,1,False,[* m:allo]
861,train,synthetic,1,False,[* m:++s:i]
1732,train,synthetic,1,False,[* m:03s:a]
610,train,synthetic,1,False,[* m:0ing]
9796,train,synthetic,1,False,[* m:vun:a]
1681,train,TD,0,False,
4306,train,TD,0,False,
8155,train,synthetic,1,False,[* m:irr:en]
849,train,synthetic,1,False,[* m:++s:i]
7988,train,synthetic,1,False,[* m:base:ed]
429,train,synthetic,1,False,[* m:irr:ed]
1486,train,DLD,2,False,[* m:03s:a]|[* s:r:der]
9307,train,synthetic,1,False,[* m:++en:i]
1722,train,synthetic,1,False,[* s:r:gc:pro]
478,train,synthetic,0,False,
2134,train,TD,0,True,
9223,train,synthetic,1,False,[* m:++en:i]
618,train,synthetic,1,False,[* m:0ing]
9352,train,synthetic,1,False,[* m:0's]
1933,train,DLD,1,False,[* s:r:gc:pro]
9533,train,synthetic,1,False,[* m:=s]
9313,train,synthetic,1,False,[* m:++en:i]
8997,train,synthetic,1,False,[* m:0s:a]
7893,train,synthetic,1,False,[* m:+3s:a]
3908,train,TD,0,False,
6727,train,synthetic,0,False,
10309,train,synthetic,1,False,[* m:+ing]
4239,train,TD,0,False,
7901,train,synthetic,1,False,[* m:+3s:a]
9230,train,synthetic,1,False,[* m:++en:i]
995,train,synthetic,1,False,[* m:+s:a]
6859,train,synthetic,1,False,[* s:r:gc:det]
8494,train,synthetic,1,False,[* s:r:gc:det]
7624,train,synthetic,1,False,[* m:sub:ed]
9882,train,synthetic,1,False,[* m:vsg:a]
797,train,synthetic,0,False,
7006,train,synthetic,1,False,[* m:++ed:i]
5587,train,TD,0,False,
1275,train,DLD,2,False,[* s:r:gc:pro]|[* m:vun:a]
7781,train,synthetic,1,False,[* m:+ed]
6787,train,TD,0,False,
1085,train,synthetic,1,False,[* m:++ed]
3587,train,TD,0,False,
5666,train,TD,0,False,
6981,train,synthetic,1,False,[* m:sub:en]
3094,train,TD,0,False,
1612,train,DLD,1,False,[* m:vsg:a]
3951,train,TD,0,False,
1839,train,TD,1,False,[* m:=ed]
3100,train,TD,0,False,
172,train,synthetic,1,False,[* m:+3s:a]
10230,train,synthetic,1,False,[* m:sub:ed]
2143,train,TD,0,False,
1687,train,synthetic,1,False,[* s:r:gc:det]
9150,train,synthetic,1,False,[* s:r:gc:pro]
9753,train,synthetic,1,False,[* m:vun:a]
2848,train,TD,0,False,
1618,train,synthetic,1,False,[* m:allo]
9809,train,synthetic,1,False,[* m:vsg:a]
1813,train,TD,1,False,[* m:allo]
7857,train,synthetic,1,False,[* m:+3s]
430,train,synthetic,1,False,[* m:irr:ed]
8402,train,synthetic,1,False,[* m:++s:i]
6661,train,TD,0,False,
7129,train,synthetic,1,False,[* m:++en:i]
4495,train,TD,0,False,
7995,train,synthetic,1,False,[* m:base:ed]
9513,train,synthetic,1,False,[* m:=s]
5270,train,TD,0,False,
7475,train,synthetic,1,False,[* m:0ed]
1353,train,TD,1,False,[* s:r:gc:pro]
191,train,synthetic,1,False,[* m:+3s:a]
9921,train,synthetic,1,False,[* m:0ed]
8465,train,synthetic,1,False,[* m:++s]
3630,train,TD,0,False,
8303,train,synthetic,1,False,[* m:++s]
8414,train,synthetic,1,False,[* m:++s:i]
5610,train,TD,0,False,
373,train,synthetic,1,False,[* m:allo]
1500,train,TD,1,False,[* m:03s:a]
1232,train,synthetic,1,False,[* m:base:er]
10224,train,synthetic,1,False,[* m:sub:ed]
7313,train,synthetic,1,False,[* m:base:s]
1291,train,DLD,1,False,[* m:base:ed]
6353,train,TD,0,False,
5894,train,TD,1,False,[* m:03s:a]
3754,eval,DLD,0,False,
4026,eval,DLD,0,False,
5342,eval,DLD,0,False,
2027,eval,DLD,0,False,
5151,eval,DLD,0,False,
2024,eval,DLD,0,False,
4091,eval,DLD,0,False,
3738,eval,DLD,0,False,
3616,eval,DLD,0,False,
5017,eval,DLD,0,False,
4701,eval,DLD,0,False,
5078,eval,DLD,0,False,
5293,eval,DLD,0,False,
4592,eval,DLD,0,False,
4031,eval,DLD,0,False,
3899,eval,DLD,0,False,
4360,eval,DLD,0,False,
5292,eval,DLD,0,False,
3604,eval,DLD,0,False,
5340,eval,DLD,0,False,
4806,eval,DLD,0,False,
5339,eval,DLD,0,False,
4193,eval,DLD,0,False,
4977,eval,DLD,0,False,
3860,eval,DLD,0,False,
5265,eval,DLD,0,False,
6030,eval,DLD,0,False,
4636,eval,DLD,0,False,
3872,eval,DLD,0,False,
4978,eval,DLD,0,False,
4776,eval,DLD,0,False,
6646,eval,DLD,0,False,
4422,eval,DLD,0,False,
2796,eval,DLD,0,False,
1957,eval,DLD,0,False,
4088,eval,DLD,0,False,
3865,eval,DLD,0,False,
3607,eval,DLD,0,False,
5229,eval,DLD,0,False,
2159,eval,DLD,0,False,
4778,eval,DLD,0,False,
3307,eval,DLD,0,False,
4959,eval,DLD,0,False,
4815,eval,DLD,0,False,
1537,eval,DLD,0,False,
3847,eval,DLD,0,False,
1981,eval,DLD,0,False,
4829,eval,DLD,0,False,
3612,eval,DLD,0,False,
3309,eval,DLD,0,False,
4737,eval,DLD,0,False,
5623,eval,DLD,0,False,
3668,eval,DLD,0,False,
6397,eval,DLD,0,False,
6607,eval,DLD,0,False,
2650,eval,DLD,0,False,
3851,eval,DLD,0,False,
4554,eval,DLD,0,False,
3598,eval,DLD,0,False,
2023,eval,DLD,0,False,
4736,eval,DLD,0,False,
4834,eval,DLD,0,False,
4035,eval,DLD,0,False,
2795,eval,DLD,0,False,
5230,eval,DLD,0,False,
4968,eval,DLD,0,False,
6577,eval,DLD,0,False,
5058,eval,DLD,0,False,
4779,eval,DLD,0,False,
3969,eval,DLD,0,False,
4381,eval,DLD,0,False,
6609,eval,DLD,0,False,
4950,eval,DLD,0,False,
4807,eval,DLD,0,False,
4831,eval,DLD,0,False,
5491,eval,DLD,0,False,
4011,eval,DLD,0,False,
4833,eval,DLD,0,False,
5492,eval,DLD,0,False,
1649,eval,DLD,1,False,[* m:03s:a]
1640,eval,DLD,1,False,[* m:03s:a]
1515,eval,DLD,1,False,[* m:03s:a]
1805,eval,DLD,1,False,[* m:03s:a]
1614,eval,DLD,1,False,[* m:03s:a]
1558,eval,DLD,1,False,[* m:03s:a]
1542,eval,DLD,1,False,[* m:03s:a]
1488,eval,DLD,1,False,[* m:03s:a]
3766,eval,DLD,1,False,[* m:03s:a]
1807,eval,DLD,1,False,[* m:03s:a]
1792,eval,DLD,1,False,[* m:03s:a]
2557,eval,DLD,1,False,[* m:03s:a]
1584,eval,DLD,1,False,[* m:03s:a]
1431,eval,DLD,1,False,[* m:03s:a]
1276,eval,DLD,1,False,[* m:0ed]
1624,eval,DLD,1,False,[* m:=ed]
1622,eval,DLD,1,False,[* m:=ed]
1677,eval,DLD,1,False,[* m:=ed]
1619,eval,DLD,1,False,[* m:allo]
1610,eval,DLD,1,False,[* m:allo]
1297,eval,DLD,1,False,[* m:base:ed]
1262,eval,DLD,1,False,[* m:vsg:a]
1670,eval,DLD,1,False,[* s:r:gc:det]
1684,eval,DLD,2,False,[* s:r:gc:pro]|[* m:03s:a]
1273,eval,DLD,1,False,[* s:r:gc:pro]
1552,eval,DLD,1,False,[* s:r:prep]
5355,eval,TD,0,False,
2494,eval,TD,0,False,
2860,eval,TD,0,False,
3409,eval,TD,0,False,
4653,eval,TD,0,False,
3256,eval,TD,0,False,
2336,eval,TD,0,False,
3483,eval,TD,0,False,
6004,eval,TD,0,False,
3266,eval,TD,0,False,
3894,eval,TD,0,False,
4853,eval,TD,0,False,
6203,eval,TD,0,False,
3041,eval,TD,0,False,
3097,eval,TD,0,False,
2176,eval,TD,0,False,
2726,eval,TD,0,False,
4949,eval,TD,0,False,
4558,eval,TD,0,False,
5559,eval,TD,0,False,
4742,eval,TD,0,False,
5950,eval,TD,0,False,
2247,eval,TD,0,False,
4769,eval,TD,0,False,
4871,eval,TD,0,False,
4719,eval,TD,0,False,
2236,eval,TD,0,False,
5700,eval,TD,0,False,
3817,eval,TD,0,False,
4234,eval,TD,0,False,
2456,eval,TD,0,False,
2833,eval,TD,0,False,
2564,eval,TD,0,False,
5186,eval,TD,0,False,
2015,eval,TD,0,False,
3034,eval,TD,0,False,
5750,eval,TD,0,False,
2467,eval,TD,0,False,
5212,eval,TD,0,False,
2311,eval,TD,0,False,
4683,eval,TD,0,False,
1992,eval,TD,0,False,
3135,eval,TD,0,False,
4885,eval,TD,0,False,
6117,eval,TD,0,False,
3111,eval,TD,0,False,
6352,eval,TD,0,False,
6741,eval,TD,0,False,
3573,eval,TD,0,False,
3924,eval,TD,0,False,
4921,eval,TD,0,False,
5221,eval,TD,0,False,
4156,eval,TD,0,False,
2817,eval,TD,0,False,
4411,eval,TD,0,False,
3299,eval,TD,0,False,
6786,eval,TD,0,False,
5189,eval,TD,0,False,
2619,eval,TD,0,False,
4473,eval,TD,0,False,
6253,eval,TD,0,False,
2437,eval,TD,0,False,
5877,eval,TD,0,False,
2008,eval,TD,0,False,
3761,eval,TD,0,False,
6743,eval,TD,0,False,
5687,eval,TD,0,False,
3327,eval,TD,0,False,
3331,eval,TD,0,False,
3337,eval,TD,0,False,
6069,eval,TD,0,False,
4174,eval,TD,0,False,
6508,eval,TD,0,False,
3458,eval,TD,0,False,
5269,eval,TD,0,False,
2265,eval,TD,0,False,
6037,eval,TD,0,False,
5569,eval,TD,0,False,
2387,eval,TD,0,False,
2976,eval,TD,0,False,
6067,eval,TD,0,False,
4059,eval,TD,0,False,
4367,eval,TD,0,False,
6420,eval,TD,0,False,
4732,eval,TD,0,False,
4319,eval,TD,0,False,
5144,eval,TD,0,False,
5717,eval,TD,0,False,
6157,eval,TD,0,False,
6558,eval,TD,0,False,
5360,eval,TD,0,False,
2142,eval,TD,0,False,
2978,eval,TD,0,False,
4459,eval,TD,0,False,
4652,eval,TD,0,False,
6768,eval,TD,0,False,
5379,eval,TD,0,False,
4080,eval,TD,0,False,
5312,eval,TD,0,False,
4453,eval,TD,0,False,
2930,eval,TD,0,False,
6664,eval,TD,0,False,
6059,eval,TD,0,False,
5685,eval,TD,0,False,
5275,eval,TD,0,False,
5245,eval,TD,0,False,
5258,eval,TD,0,False,
5540,eval,TD,0,False,
5326,eval,TD,0,False,
6274,eval,TD,0,False,
5325,eval,TD,0,False,
4363,eval,TD,0,False,
3371,eval,TD,0,False,
6552,eval,TD,0,False,
4187,eval,TD,0,False,
6221,eval,TD,0,False,
3274,eval,TD,0,False,
2233,eval,TD,0,False,
5929,eval,TD,0,False,
6165,eval,TD,0,False,
2499,eval,TD,0,False,
5506,eval,TD,0,False,
5604,eval,TD,0,False,
2640,eval,TD,0,False,
3200,eval,TD,0,False,
3586,eval,TD,0,False,
6412,eval,TD,0,False,
6699,eval,TD,0,False,
6733,eval,TD,0,False,
3157,eval,TD,0,False,
2106,eval,TD,0,False,
3229,eval,TD,0,False,
2287,eval,TD,0,False,
1997,eval,TD,0,False,
4845,eval,TD,0,False,
