row_id,input,original_output,provenance_label,trace_method,trace_ambiguous,error_count,source_files
4980,did you see this ?,did you see this ?,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/572_A3.cha']
6121,and see the giraffe is too mad .,and see the giraffe is too mad .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/480_A3.cha']
2646,and the dog is coming all day .,and the dog is coming all day .,DLD,real_input_clean,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/480_B3.cha']
1980,and now he's a little rabbit .,and now he's a little rabbit .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/567_B2.cha']
4378,and man .,and man .,DLD,real_input_clean,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/413_B3.cha']
3818,look he's falling in .,look he's falling in .,DLD,real_input_clean,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/535_B3.cha']
5013,the elephant jumped this .,the elephant jumped this .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/535_A2.cha']
3688,&-uh going .,&-uh going .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/531_B3.cha']
4714,oh dear .,oh dear .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/527_A1.cha']
3601,one more .,one more .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/568_B3.cha']
3451,and then he was so hungry .,and then he was so hungry .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/574_B2.cha']
3861,look at the bunny and the dog and the wagon .,look at the bunny and the dog and the wagon .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/527_B3.cha']
2021,they wanna get a balloon .,they wanna get a balloon .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/479_B2.cha']
6763,and thinks so he could .,and thinks so he could .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/479_A3.cha']
5529,you taking the one out .,you taking the one out .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/574_A0.cha']
5636,and it flew up to the sky .,and it flew up to the sky .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/420.cha']
1402,is here that dot^ger .,is here that dot^ger .,DLD,real_input_clean,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/427_B3.cha']
5236,&+da well go there .,&+da well go there .,DLD,real_input_clean,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/576_A3.cha']
5341,and he can't .,and he can't .,DLD,real_output_exact,True,0,"['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/533_A3.cha', '/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/567_A3.cha', '/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/574_A3.cha']"
2667,the dog's &+se hungry .,the dog's &+se hungry .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/480_B2.cha']
4032,the rabbit is all finished .,the rabbit is all finished .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/527_B2.cha']
3736,a man .,a man .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/531_B1.cha']
2554,he waved at the dog .,he waved at the dog .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/569_B3.cha']
3903,one two three four six seven eight nine .,one two three four six seven eight nine .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/444_B3.cha']
6403,and it falls in !,and it falls in !,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/569_A3.cha']
4804,they wanna swim in there .,they wanna swim in there .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/572_A2.cha']
3752,but he made the castle .,but he made the castle .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/576_B1.cha']
4139,and dump it .,and dump it .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/413_B1.cha']
4015,he can't catch it in the air .,he can't catch it in the air .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/572_B3.cha']
1727,one day once upon a day .,one day once upon a day .,DLD,real_input_clean,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/574_A0.cha']
4814,know what's he running for too .,know what's he running for too .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/572_A2.cha']
4125,look at the rabbit .,look at the rabbit .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/527_B1.cha']
4590,&-um the store ?,&-um the store ?,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/570_A0.cha']
4635,they wanna pick it up .,they wanna pick it up .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/572_A1.cha']
4961,and he got a helicopter .,and he got a helicopter .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/572_A3.cha']
4700,&+ze &-um elephant and zebra and ball .,&+ze &-um elephant and zebra and ball .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/444_A1.cha']
4353,and the sir said yes you can .,and the sir said yes you can .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/570_B3.cha']
3663,he said come here .,he said come here .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/576_B2.cha']
2803,come here .,come here .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/576_B2.cha']
5595,so the elephant is proud .,so the elephant is proud .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/574_A1.cha']
4470,I don't know how .,I don't know how .,DLD,real_output_exact,False,0,"['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/529_A2.cha', '/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/576_A3.cha']"
3858,he's going to have a balloon .,he's going to have a balloon .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/527_B3.cha']
5337,the elephant wants to make a plane .,the elephant wants to make a plane .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/574_A3.cha']
4541,loved it .,loved it .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/413_A3.cha']
6679,and she likes her b:andaid .,and she likes her b:andaid .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/479_A2.cha']
6608,the elephant wants to get the balloons .,the elephant wants to get the balloons .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/479_A1.cha']
4581,&-uh &-um &-uh &-uh a boy and a girl .,&-uh &-um &-uh &-uh a boy and a girl .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/529_A1.cha']
6782,then it goes in the water .,then it goes in the water .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/567_A3.cha']
5081,one more ?,one more ?,DLD,real_input_clean,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/576_A1.cha']
3452,at the end .,at the end .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/574_B2.cha']
4965,the elephant is like this !,the elephant is like this !,DLD,real_input_clean,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/572_A3.cha']
1970,and br(ing) doctor here and check .,and br(ing) doctor here and check .,DLD,real_input_clean,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/413_B3.cha']
2026,then he was so happy to go see her .,then he was so happy to go see her .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/479_B2.cha']
4555,the giraffe is happy and the elephant too .,the giraffe is happy and the elephant too .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/570_A1.cha']
6400,he looks so angry &=growls !,he looks so angry &=growls !,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/569_A3.cha']
5231,and she got it too !,and she got it too !,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/576_A3.cha']
6036,and see him .,and see him .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/480_A1.cha']
3849,here balloon .,here balloon .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/427_B3.cha']
2656,and he said no .,and he said no .,DLD,real_input_clean,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/480_B3.cha']
2165,and he's so lucky to get a balloon .,and he's so lucky to get a balloon .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/479_B3.cha']
4812,I don't know what's he running for .,I don't know what's he running for .,DLD,real_input_clean,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/572_A2.cha']
4095,he wrecked it !,he wrecked it !,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/572_B1.cha']
3689,&-uh want balloon .,&-uh want balloon .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/531_B3.cha']
3669,his belly's getting bigger .,his belly's getting bigger .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/568_B2.cha']
4731,the kids start running away .,the kids start running away .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/572_A0.cha']
4016,oh yeah if that guy was with it then it's windy so hard !,oh yeah if that guy was with it then it's windy so hard !,DLD,real_input_clean,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/572_B3.cha']
4710,they're back back .,they're back back .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/527_A1.cha']
3665,can I take this ?,can I take this ?,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/576_B2.cha']
4096,but it's not nice .,but it's not nice .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/572_B1.cha']
4521,what's that ?,what's that ?,DLD,real_output_exact,True,0,"['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/446_A2.cha', '/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/527_A1.cha']"
4421,the giraffe and the elephant .,the giraffe and the elephant .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/570_A2.cha']
5152,&-uh ow .,&-uh ow .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/531_A2.cha']
6124,the big elephant strong .,the big elephant strong .,DLD,real_input_clean,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/480_A3.cha']
4213,the dog and the bunny they're walking for the picnic .,the dog and the bunny they're walking for the picnic .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/570_B2.cha']
4951,there's a horse and an elephant and the lino .,there's a horse and an elephant and the lino .,DLD,real_input_clean,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/527_A2.cha']
4712,they're going to drop some balls .,they're going to drop some balls .,DLD,real_input_clean,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/527_A1.cha']
5102,I don't know it .,I don't know it .,DLD,real_input_clean,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/531_A0.cha']
4087,the other guy was building his sandcastle .,the other guy was building his sandcastle .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/572_B1.cha']
4809,the elephant was first .,the elephant was first .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/572_A2.cha']
3765,the window .,the window .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/568_B1.cha']
5239,and she bonked her knee .,and she bonked her knee .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/576_A2.cha']
2659,and the doctor got the change .,and the doctor got the change .,DLD,real_output_exact,False,0,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/480_B3.cha']
1270,and it broked and broked .,and it broked [: broke] [* m:++ed:i] and broked [: broke] [* m:++ed:i] .,DLD,real_input_clean,False,2,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/479_B3.cha']
1744,it flewed up .,it flewed [: flew] [* m:+ed] up .,DLD,real_output_exact,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/420.cha']
2556,then he show at the balloon .,then he show [:: shows] [* m:03s:a] at the balloon .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/569_B3.cha']
1486,and the elephant hurt hisself .,and the elephant hurt [:: hurts] [* m:03s:a] hisself [: himself] [* s:r:der] .,DLD,real_input_clean,False,2,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/570_A2.cha']
1690,and it go away .,and it go [:: goes] [* m:03s:a] away .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/531_A3.cha']
3821,and she see two balloons .,and she see [:: sees] [* m:03s:a] two balloons .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/535_B3.cha']
6217,and he tell his mom .,and he tell [:: told] [* m:03s:a] his mom .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/569_A2.cha']
1538,and he get it .,and he get [:: gets] [* m:03s:a] it .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/413_A1.cha']
1857,he pick one cookie .,he pick [:: picks] [* m:03s:a] one cookie .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/569_A0.cha']
1587,the mommy take it the airplane .,the mommy take [:: takes] [* m:03s:a] it the airplane .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/535_A3.cha']
1646,and he catch the ball !,and he catch [:: catches] [* m:03s:a] the ball !,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/576_A1.cha']
1569,is throw them down .,is throw [:: throws] [* m:03s:a] them down .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/427_A1.cha']
1257,and he get a stomachache .,and he get [:: gets] [* m:03s:a] a stomachache .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/567_B2.cha']
2370,he just look at it .,he just look [:: looks] [* m:03s:a] at it .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/569_B2.cha']
1642,(..) and he take the box .,(..) and he take [:: takes] [* m:03s:a] the box .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/576_A0.cha']
1564,and he give the thing for the elephant .,and he give [:: gives] [* m:03s:a] the thing for the elephant .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/572_A1.cha']
3856,uhoh it fly away .,uhoh it fly [:: flies] [* m:03s:a] away .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/527_B3.cha']
1613,she say ouch !,she say [:: says] [* m:03s:a] ouch !,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/527_A2.cha']
1563,and then the guy &-um swim .,and then the guy &-um swim [:: swims] [* m:03s:a] .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/572_A1.cha']
4150,and he dump it in .,and he dump [:: dumps] [* m:03s:a] it in .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/570_B1.cha']
1393,and he take one balloons sticks .,and he take [:: takes] [* m:03s:a] one balloons [* m:+s:a] sticks [* m:+s:a] [!] .,DLD,real_input_clean,False,3,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/535_B3.cha']
1623,and he give it back to the other guy .,and he give [:: gives] [* m:03s:a] it back to the other guy .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/572_A3.cha']
1688,mom get it .,mom get [:: gets] [* m:03s:a] it .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/531_A3.cha']
1890,and then he be mad .,and then he be [:: is] [* m:vun:a] mad .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/567_A3.cha']
1876,the elephant &+pus he push her in .,the elephant &+pus he push [:: pushed] [* m:03s:a] her in .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/479_A2.cha']
1846,he scoop it up .,he scoop [:: scoops] [* m:03s:a] it up .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/569_A3.cha']
1806,and the long time he catch it far away .,and the long time he catch [:: catches] [* m:03s:a] it far away .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/480_A3.cha']
1812,and the strong man get the leg up mhm .,and the strong man get [:: gets] [* m:03s:a] the leg up mhm .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/480_A2.cha']
3662,and he like to see the doctor .,and he like [:: likes] [* m:03s:a] to see the doctor .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/576_B2.cha']
1916,and he's happy he get balloo:n .,and he's happy he get [:: gets] [* m:03s:a] balloo:n .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/480_B3.cha']
1828,then he sit on it .,then he sit [:: sat] [* m:03s:a] on it .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/569_A2.cha']
5633,this guy hold rabbit's jacket .,this guy hold [:: holds] [* m:03s:a] rabbit's jacket .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/420.cha']
1940,he get it out .,he get [:: gets] [* m:03s:a] it out .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/420.cha']
1575,the elephant &+s see a garden .,the elephant &+s see [:: saw] [* m:03s:a] a garden .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/535_A1.cha']
1656,a cookie ball out .,a cookie ball [: fall] [* m:03s:a] out .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/531_A0.cha']
4301,a guy go somewhere picnic .,a guy go [:: goes] [* m:03s:a] somewhere picnic .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/529_B2.cha']
1571,the kid get in the store +//.,the kid get [:: gets] [* m:03s:a] in the store +// .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/572_A0.cha']
6126,a catcher man know to do it .,a catcher man know [:: knows] [* m:03s:a] to do it .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/480_A3.cha']
4832,and his father grab her hand .,and his father grab [:: grabs] [* m:03s:a] her hand .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/527_A3.cha']
1621,he catch fish .,he catch [:: catches] [* m:03s:a] fish .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/572_A3.cha']
1845,and he catch an airplane .,and he catch [:: catches] [* m:03s:a] an airplane .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/569_A3.cha']
1578,and &+s the elephant see a ball .,and &+s the elephant see [:: sees] [* m:03s:a] a ball .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/535_A1.cha']
1562,ah the guy swim in the water to catch it !,ah the guy swim [:: swims] [* m:03s:a] in the water to catch it !,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/572_A1.cha']
2797,and the dog fix it all week .,and the dog fix [:: fixes] [* m:03s:a] it all week .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/480_B1.cha']
1643,and it fall into the water .,and it fall [:: falls] [* m:03s:a] into the water .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/576_A1.cha']
2559,and he look at the balloons .,and he look [:: looks] [* m:03s:a] at the balloons .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/569_B3.cha']
1620,oh the net catch everything .,oh the net catch [:: catches] [* m:03s:a] everything .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/572_A3.cha']
5232,and he go &=growls .,and he go [:: goes] [* m:03s:a] &=growls .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/576_A3.cha']
1314,and he do this .,and he do [:: does] [* m:03s:a] this .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/480_B1.cha']
4027,and then he give him some money .,and then he give [:: gave] [* m:03s:a] him some money .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/572_B3.cha']
1527,and the elephant say yes .,and the elephant say [:: says] [* m:03s:a] yes .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/570_A3.cha']
1728,it fall down .,it fall [:: falls] [* m:03s:a] down .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/574_A0.cha']
1290,and it go up !,and it go [:: goes] [* m:03s:a] up !,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/569_B3.cha']
1502,and donkey donkey donkey get real mad .,and donkey donkey donkey get [:: gets] [* m:03s:a] real mad .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/529_A3.cha']
1405,and he sit .,and he sit [:: sits] [* m:03s:a] .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/572_B2.cha']
1886,then she fall down in a airplane .,then she fall [:: falls] [* m:03s:a] down in a [:: an] [* m:allo] airplane .,DLD,real_input_clean,False,2,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/479_A3.cha']
6680,it help her feel better .,it help [:: helps] [* m:03s:a] her feel better .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/479_A2.cha']
1827,and then he still cry .,and then he still cry [:: cries] [* m:03s:a] .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/569_A2.cha']
1381,and he go with the doctor .,and he go [:: goes] [* m:03s:a] with the doctor .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/568_B2.cha']
1790,and the elephant the elephant play with soccer ball .,and the elephant the elephant play [:: plays] [* m:03s:a] with soccer ball .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/480_A1.cha']
1631,and the elephant walk there .,and the elephant walk [:: walks] [* m:03s:a] there .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/535_A2.cha']
1489,and now the girl sit on the bench .,and now the girl sit [:: sits] [* m:03s:a] on the bench .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/570_A2.cha']
1585,the mommy dad get the airplane .,the mommy dad get [:: gets] [* m:03s:a] the airplane .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/535_A3.cha']
1484,the elephant run .,the elephant run [:: runs] [* m:03s:a] .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/A_original/570_A2.cha']
1457,I just talk about this .,I just talk [:: talked] [* m:0ed] about this .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/529_B3.cha']
1415,he took it out and it flied up .,he took it out and it flied [: flew] [* m:=ed] up .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/572_B3.cha']
1433,a sandcastle breaked .,a sandcastle breaked [: broke] [* m:=ed] .,DLD,real_input_clean,False,1,['/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data_original/B_original/444_B1.cha']
