row_id,input,reannotated_output,notes
5719,and then he got the money .,,
6242,then another person comes .,,
5134,he's trying to get it out .,,
5914,and then they couldn't get it .,,
2979,and &-um rabbit &+ll liked to get in a lot of trouble .,,
3722,the doggy comes to him .,,
6573,the ball went into the pool .,,
6581,and he decided to play with it by the pool .,,
6237,and then she starts to play with it .,,
3742,duh he just played with the bunny .,,
4461,then a lifeguard came .,,
2352,and the balloon and the rabbit and the kangaroo are happy .,,
2058,then he gives the rabbit a very new balloon .,,
5655,and then the giraffe said you're welcome .,,
5500,and they sit on a bench .,,
4136,and she made a &+ca sandcastle .,,
4938,and then tomorrow she got it .,,
2995,and the balloon flew away .,,
4934,&+h why did you do that to your little brother ?,,
4508,they were going to jump into the pool really fast .,,
2617,and the rabbit joined in .,,
2472,so he ran away .,,
5805,and she didn't know it would fall in the pool .,,
5537,and I see so:me &-uh see some bottles .,,
2802,and the bunny hit his head on the grass .,,
2408,and so did the dog .,,
6132,&=sighs I just want more read a story yet though .,,
1962,fixed the sandcastle .,,
2526,he reached for the balloon .,,
4884,but it wasn't going in .,,
6373,I'm going to be this uhoh oh .,,
3224,but the rest turned into just a lump .,,
1263,and then the and then the doctor comes along .,,
5430,and he was a lifeguard .,,
2784,this guy !,,
3630,she wanted to lick on her tongue .,,
2434,they asked her &+th we want a balloon .,,
5067,and I don't know what else .,,
3140,and he asked to play .,,
6628,and he tries to get the ball .,,
5671,&-um they were bouncing the ball .,,
3705,then doggy saw bunny's mom .,,
3219,a bunny and a bunny were playing in a sandbox .,,
2148,"+, the puppy is mad (be)cause he &-um didn't &-um have his balloon back .",,
3354,and they bonked their heads .,,
2929,and he was all better .,,
3986,he found a balloon on his wagon .,,
3049,then the balloon started to fly away .,,
2864,there was more over there .,,
4407,ah &=croaks give me that airplane !,,
2573,and then his mother is here .,,
5023,or they're both happy .,,
2101,he said .,,
3377,and he couldn't find five cents .,,
2209,digging again .,,
2349,and now the rabbit's mad I meant the kangaroo .,,
6711,the lifeguard says uhoh .,,
2907,and the nurse &-like is telling him something to put on his hand .,,
4629,look no actually &-ah .,,
5654,and so the elephant said thank you .,,
2017,&=noise one man has glasses on .,,
3215,and the other bunny is surprised .,,
2040,and then he was feeling better .,,
6051,and then he said you were on another timeout for the elephant .,,
2130,there was this bunny going for a picnic .,,
5101,and she accidentally pushed him in .,,
3153,and the puppy said okay .,,
3446,&-um a bunny was gonna go get some chocolates .,,
2306,then he made a hand print .,,
4587,he's going to buy a cookies .,,
5441,and she said I can't .,,
3176,but he didn't really mean it .,,
2399,then the rabbit and the dog try to get the balloon (be)cause the rabbit let go of the balloon .,,
5725,and then she scratched her knee .,,
6665,she's sitting on a bench with a bandy .,,
2818,after this I'm gonna be in kindergarten .,,
2263,and then the doggy cried .,,
5482,but they were still crying .,,
6692,and then you gotta sit .,,
5731,they fell and sunk .,,
3721,and then he finds another rabbit that's a doctor .,,
3286,but no picnic there .,,
5580,and then I went to there .,,
3068,then the dog got dizzy .,,
2545,there was two left .,,
5533,he hasta get up then jump .,,
5577,and then the giraffe got it and gave it to the elephant .,,
3170,and he was &-um having a shovel to &-um pick up the sand .,,
4576,then he picked one of them .,,
3893,and they got lots of stuff .,,
4402,and he tried to get it .,,
6258,and so she kicked and run .,,
6393,and she gets it out .,,
2322,the rabbit crushes the sandcastle .,,
3524,and it's flying away .,,
5588,but he put it on .,,
2259,and then he cried .,,
6240,the lifeguard looks at them .,,
5495,a horse is &-um going to jump into the pool .,,
2473,and from now on they didn't went together again .,,
5767,she went like this .,,
3733,&-um a bunny and a &-um another bunny and a sandcastle .,,
3479,and he told his mother doctor this balloon is floating away .,,
2098,but the puppy dog wouldn't let it .,,
5917,and it still wouldn't get in .,,
6554,he wants some cookies from the baker .,,
2774,and it shouldn't do that .,,
2944,and then the rabbit took the string .,,
5413,and the horse cried .,,
3978,and he said probably tomorrow .,,
6316,then kinda got it .,,
2932,and he says that balloon is great .,,
6359,he was so mad .,,
2450,and they were packing up for the beach .,,
5390,splash splash splash .,,
5209,and he was happy !,,
2620,and then he dumped it on top .,,
3043,and then dad bought one .,,
6513,they were yelling at each other .,,
5908,didn't know how .,,
3782,and then the bunny was mad too (be)cause it all fell down .,,
3974,he was trying to catch up .,,
3499,that's nice .,,
3359,some days you'll come to me .,,
3618,so she's sick .,,
2237,and &-um it all came into a pile of sand .,,
4242,the rabbit brought a lot of stuff .,,
2905,&-hm and I think that rabbit's too full .,,
5868,woah my stickers fell .,,
6105,and the elephant said okay .,,
5009,then he smiled .,,
2333,then he was really super full .,,
3698,and then they started to have a snack .,,
5711,it was a rock .,,
2433,and then they ran to someone .,,
2910,I think that's about it .,,
3803,and then they went to buy another one .,,
4694,the elephant's playing ball .,,
4936,but she did got it almost .,,
5408,and the horse went like this .,,
2353,and now they both have a balloon .,,
4847,the cow's mad at the elephant .,,
5005,then she got it out .,,
6499,and they have a ball .,,
4227,once there was a dog looking for some berries .,,
3958,the rabbit got bonked on the head with a ball .,,
6718,hitting yeah .,,
6096,he was gonna took out the bottom of the one .,,
6295,playin(g) in the summer .,,
5937,the lifeguard was so &+n not angry .,,
5746,and then the lifeguard looked at it .,,
2836,and then he got one more that's brand new .,,
6082,and she felt really sad for what she has done .,,
5183,and it is gonna go down and down and down and down and down .,,
6689,and then she hurt her leg .,,
6630,then the elephant gets her own ball .,,
3727,and a balloon on the scooter .,,
6502,and it dropped it .,,
3085,and then they got two balloons one yellow and one red .,,
6229,but she can't .,,
5356,then he dropped it in the water .,,
3402,and they're going to bump &=laughs into each other .,,
6249,now he said go in there .,,
2457,and he went into the snow with a balloon .,,
5543,and I could see a drink right there .,,
2097,then bunny wanted to grab the balloon .,,
4170,and he was not &-uh pleased .,,
2197,and then they walked home .,,
2941,they couldn't reach it .,,
2849,so they lost at the dinosaur country .,,
4331,&-um mouse is going on a field trip .,,
5008,then he laughed .,,
3134,I have a dog !,,
4617,then the guy got mad at him .,,
6629,then the giraffe swims over to the elephant .,,
4049,then they walked away .,,
5993,yes she did .,,
2423,now it's the end .,,
1661,&-um he was floa^ting the flane .,,
3941,then he hadta give him five bucks .,,
5576,and they both saw the ball into the water .,,
5447,he's not sharing it any more .,,
2753,and then we ate .,,
5884,and the lifeguard couldn't .,,
3432,she was carrying a basket .,,
2597,then the boy one wanted to try it .,,
6644,he touched one .,,
2424,they had a stroller with a balloon in the front .,,
5978,and the elephant tried .,,
3879,and he got bonked .,,
2085,and then they tie it on better .,,
6208,and he +/.,,
4584,&-um the girl helped him get up .,,
3519,"+, and then they got their own balloons .",,
4531,then the eleph^ant just grabbed the plane from his friend's hand .,,
6081,and he didn't let her .,,
2193,but he didn't have any money for five cents .,,
5970,I had it first .,,
4214,they're going to the &-um circus .,,
4562,the giraffe dived in .,,
4101,but it accidentally broke into one piece .,,
5531,&=sighs okay .,,
6491,&-um now he helped him to get that ball .,,
4474,and then he went in there .,,
2334,and when he left the bunny .,,
3792,and then one doggy's crying .,,
4427,she hadta sit on the bench til her knee felt better .,,
4058,they're looking at it .,,
4801,so the other elephant came and put a bandaid for her .,,
3726,and a bunny .,,
6276,and then it was running after it again .,,
3236,and she made a castle .,,
3576,and there's a balloo:n .,,
3411,they're carrying the balloon and tied onto a wagon +//.,,
2579,and the girl bunny's taking him .,,
5742,look at this sign .,,
6024,&-um she was gonna hurt herself when she went .,,
6376,so he put the airplane in there .,,
2785,this guy was here !,,
5890,and then she banged her leg .,,
5882,so she got her mom to reach it with a net .,,
3038,and they were pulling a wagon that was tied to a balloon .,,
3939,and they couldn't reach it as long .,,
1975,and then he tried to keep it &-um that he was sorry .,,
5309,and cow comes .,,
4371,you stole it .,,
3826,they're eating too much things .,,
2901,his legs got tired .,,
5723,and the storekeeper was mad .,,
5458,and they were looking at the water to see how cold it was .,,
3196,and then she got sad .,,
2439,&-uh bringin(g) food somewhere .,,
4240,the dog was waving .,,
2808,he was .,,
2282,ah yes I want .,,
2863,it was going up and up and up .,,
5418,and then it sank .,,
5553,now they're swimming in the pool .,,
1382,he &+wa had a basik .,,
3386,&-um fell down .,,
1319,and then they heard a sound of a Tyrannosaur(us)_Rex coming beheads them .,,
2821,and then he said wow .,,
3952,on:e time there was a puppy and a rabbit .,,
2396,and the balloon was on top .,,
4760,and the giraffe was mad because it shrunk .,,
4995,the girl and mommy .,,
3529,he didn't let them have one .,,
4796,and she was running on the deck .,,
4983,and it got wet .,,
4684,a horse swam in the mud to get it .,,
5766,and then she zoomed it .,,
6440,and she's sitting on a bench .,,
2129,(.) walking with the doctor .,,
4321,and then the bunny opened up his pocket .,,
2054,the rabbit grabs it .,,
6234,the giraffe and the elephant are going to play together again .,,
3555,so he tried to get it back .,,
2063,then she gets one .,,
2052,he got mad .,,
5416,and he was going to throw it .,,
5730,suddenly it wasn't sand they realized .,,
4747,then he took another ball .,,
2492,she was so full that she was growling .,,
5172,so &-um he was so happy to see his airplane again .,,
3151,so then she cried .,,
2861,and the bunny wanted to take it from the wagon .,,
3242,and she was sad .,,
5610,but it was just the elephant .,,
5319,she had to stay there .,,
5098,&-um he's playing basketball .,,
6559,and the elephant thanks him .,,
5305,he's running .,,
2324,what's that other thing ?,,
3169,and then the other one cried .,,
5410,and then the lifeguard went like this .,,
2356,and the balloon's going up .,,
3350,now: he comes closer .,,
4851,she catches it .,,
3183,and the dog cried a little .,,
3158,I don't know this one !,,
2759,that was my dad .,,
2506,&-um and she gave money to him .,,
5912,it was all fixed up .,,
1954,so about rabbit .,,
2211,one wa:s sad .,,
2397,the rabbit asks the dog for the balloon .,,
2172,they all popped up .,,
6638,there was this elephant bouncing a balloon .,,
6771,and then I shouldn't .,,
1998,the bunny brought lots and lots of junk &=laughs .,,
3944,another rabbit one ?,,
4598,I gotta swim and get it .,,
2548,yay said the puppy dog and the bunny .,,
6611,a giraffe &+d come .,,
3144,and then they just kept digging and kept digging until it was very very big .,,
5829,but the zebra said no .,,
2264,and the rabbit felt not very happy .,,
3581,and the balloon is one right he:re .,,
4237,and he tapped it .,,
4208,let's have another balloon .,,
6300,then she told him something .,,
6351,and &-um she brought it up .,,
3816,and thank you !,,
2267,then he poured some more dirt .,,
1355,and they fly away .,,
6616,but the giraffe wanted to get that ball because the elephant dropped it .,,
2981,and then the doggy was really really mad at him .,,
4396,&=sighs then he felt much better .,,
5365,and he got it out of the water .,,
6261,and she was scared to get a bandage .,,
3010,and they started to eat .,,
2276,and then it is ruined .,,
2628,and the other guy was trying to .,,
2702,then they both left .,,
6013,and then my brother was crying .,,
2686,she was so sad that Michael did that .,,
3279,I saw two rabbits .,,
2518,and the doctor comes .,,
6766,the elephant played with the airplane and watched it zoom around .,,
6016,we've done all them ?,,
4111,the castle blew into bits .,,
6592,very nice .,,
3235,there was a bunny .,,
5364,it was trying to get it out .,,
4217,and then he had some dollars .,,
6516,and he grabbed it .,,
5347,they hadta jump .,,
2565,and then his friend tries to untwist it .,,
5785,she cried and she cried (be)cause it was hurting .,,
6474,and it says store on top .,,
3228,a bunny &=laughs was happy at the dog now .,,
2763,then he brought lots of stuff .,,
2022,and they build a sandcastle .,,
5185,he could because he can .,,
5856,I'm making (th)em up .,,
2689,and then they saw each other .,,
5897,but then it fell in .,,
6449,there was a little &-um +//.,,
2599,now they saw a balloon man .,,
4802,then the giraffe said come here .,,
2606,"+, &-um kangaroo to make its &-um &+ss sandcastle .",,
6370,and he threw him back to the car and got his car .,,
6250,go in there .,,
4418,and then he's trying to get it .,,
1956,then he checked out him .,,
5994,this girl was gonna catch it .,,
2761,let's go because it's the next day .,,
4130,then they hafta make it again .,,
3976,why did he do that I don't know .,,
4609,then all of the cookies &+f fell down .,,
3221,once two rabbits made a sandcastle .,,
5465,you can sit down over there .,,
3375,and it was helium .,,
3740,he just wanted to play with her .,,
4366,and then he says hi .,,
4766,and then she gave it back to him .,,
6572,the elephant's helping him out .,,
3145,so then it would all break down .,,
2589,&-uh and then the doggy said they would fly away .,,
6321,then it flied .,,
2778,and then that guy saw that guy .,,
2883,and we went to go get one .,,
2972,and then they felt sad (be)cause they ate too much goodies .,,
4681,I know that it's a her .,,
2145,(.) and then he's putting it back on .,,
5369,and they laughed (be)cause he got a bandaid off .,,
3729,the balloon fell off and flew away .,,
3717,and the doggy is watching .,,
5814,and then her went back to her friends .,,
2816,&-um now this guy was going again .,,
4672,they saw a little pool .,,
2503,and &-um .,,
2278,that's it .,,
3106,and then it sailed up into the sky !,,
5854,only one more to go and then it's done .,,
4202,I only have one .,,
3302,then he started to give him a tweak like a bandaid on his head .,,
5455,&-um and then .,,
2304,she put some more sand on .,,
4308,and the rabbit was going to get one .,,
4783,then he could fly it again .,,
4458,something came .,,
3696,they both had baskets .,,
6330,it wasn't very cold .,,
2703,and then it was the rabbit's mom .,,
2691,and he had a stomachache .,,
5990,&-um the girl's mad .,,
6042,and I don't and then they went in the water .,,
2261,and then the rabbit took a bunch of &+sssh sand from its sandbox .,,
3579,and it pops !,,
6593,that elephant gave the airplane back .,,
6422,and then the elephant wanted to hold it .,,
2307,playin(g) in the sand .,,
6578,this is different right ?,,
3128,and it's very nice .,,
2593,and then he gave him balloons and gave him more money and put it back .,,
4630,and the giraffe was playing basketball .,,
5428,then he hurt his knee cap .,,
6115,that man was really mad .,,
5513,all of the boxes are falling .,,
2898,once a dog and a rabbit were walking down .,,
5056,he going get cookie .,,
5788,and the giraffe was so mad to the elephant that the elephant was too scared to get it .,,
3807,and then he only had two more left for one person .,,
5274,and she slips and hurts her knee and wants a doctor .,,
2563,he's taking a balloon somewhere .,,
5068,then he just started .,,
4149,that was quick .,,
3478,but one balloon was floating up in the air .,,
2016,one has a dress on .,,
3553,and then he hurt himself (be)cause he got a little tired .,,
4858,and then they hadta do something else .,,
5645,then he was soaking wet &=laughs .,,
4254,and then they were not sposta take it off then .,,
2764,and then he couldn't eat all of it .,,
5181,and she tried to get it .,,
5073,now she was doing everything to the boy .,,
5823,&-uh but the elephant hurt its knee .,,
2412,and he helped the rabbit .,,
4304,and he was going to pull his arm to get the balloon .,,
2535,and then the balloon was getting bigger and bigger .,,
6159,"+, and then they went home .",,
2348,and the balloon flies away .,,
5377,and she tried .,,
1994,the end .,,
3877,the rabbit said I'm hungry .,,
6014,and then he &+tr tried it with &-um a butterfly thing .,,
5137,but one is sad .,,
4292,then they got both the balloon .,,
2362,he's getting full .,,
3811,and he gave it to the girl .,,
2916,so then he was full !,,
5191,&=whispers and she could get it .,,
6103,and she was bouncing three balls .,,
4068,and they get more and more .,,
3691,there's one rabbit .,,
4260,and a puppy saw her .,,
4302,the dog had the balloon on his &+str &-uh stroller .,,
6784,and then the elephant was gonna dive off the board .,,
3213,and they were chilly .,,
6758,and then he started to reach it .,,
3127,I see they're making a sandcastle .,,
6770,and he tried to get it (be)cause the elephant said so .,,
2735,so then they picked one .,,
4345,and he was trying to help the man .,,
5323,and then the camel was mad !,,
3545,and bunny didn't get a balloon .,,
3590,then he saw a doctor who maybe had money .,,
3544,then there was a bunny rabbit and lots balloons .,,
5113,and now it rolled off .,,
5511,looks like &-um he's gonna buy some cookies .,,
4696,the cow falls in the water .,,
4551,he is buying some cookies .,,
4924,but she got up .,,
4852,she gives it to the cow .,,
3786,and that's mean .,,
2847,well they went to the dinosaur country for a picnic .,,
3065,then they went swimming .,,
6310,playin(g) with a little toy in the fall: .,,
6246,then we start on the red stories .,,
3534,doggy was pulling his wagon with a balloon on it .,,
6003,of course you do .,,
6219,&=laughs what are they +...,,
3509,and then one hundred balloon they give I think .,,
2882,and then we couldn't get it .,,
6285,they chased each other .,,
3991,then they were sad because they looked up and one balloon went away .,,
5965,and then a girl came and caught the airplane .,,
3450,so she hadta bring him home .,,
2523,that day he zoomed back .,,
5503,and she wants to just dive in .,,
3343,then he ran to his mother .,,
2319,and they didn't know how to fix it .,,
5156,and he was jumping .,,
5208,and he got it !,,
6747,and then it crossed in the water .,,
4196,&-um here's a balloon .,,
5328,he was happy again !,,
6070,and I was hugging it .,,
6595,and he was going to get some milk .,,
5704,then the man got upset .,,
4207,but our balloon is broken .,,
6299,then a boy came walking by .,,
3910,it flies away .,,
5281,and then the life &+gua guard came along and then put a bandaid on .,,
2600,they asked for one .,,
4085,he took some sand in a bucket .,,
3025,&+co and the doctor came quick .,,
5358,and the giraffe got mad (be)cause it went in that water .,,
5120,and how is the cow going to get out ?,,
2541,and there was only playing now .,,
4671,and they say good morning .,,
5093,they're playing ball .,,
3832,once a +//.,,
5565,there's a guy walking and buys something .,,
2769,that guy was running again .,,
5047,and he ran .,,
5650,and then the boxes fell down .,,
2487,walkin(g) in the spring .,,
6137,and then he's trying to get a cookie .,,
2109,but the man wouldn't let him .,,
3208,and so they just made it .,,
2156,there's every balloon !,,
6548,what you'll see .,,
6421,the zebra brought a play airplane where the swimming pool was .,,
2618,and then &+h the rabbit tried to do it .,,
6666,with a bandy on .,,
2094,and then they all get a balloon .,,
5021,they're going to play .,,
2373,and then the rabbit tied more tighter .,,
4238,and he said aw .,,
4594,he was trying to get the orange .,,
2308,makin(g) a sandcastle with sand .,,
4184,he was digging for sand then putting it in the bucket .,,
5383,&-um he bounced on his nose .,,
4749,and he was gonna fly his airplane .,,
3801,the rabbit wanted to play with it .,,
5304,and then I don't know what he's doing .,,
3191,so the rabbit ran away threw his pail .,,
5287,and then it was better .,,
6065,so he loved that girl .,,
2782,then this guy was very sad .,,
5349,and the elephant was walking .,,
4877,and then the giraffe got so: angry at the little elephant .,,
2436,so she paid five dollars to him .,,
6116,the man was really mad !,,
5860,no running in the pool ?,,
5696,but then he got the &-um bubble then handed it to the elephant .,,
5397,love you forever again &=laughs .,,
5422,and then she fell .,,
4935,and then she almost got it .,,
2235,and they already built one on the other side .,,
6562,and then the elephant showed the ball to the horse .,,
4718,he bought one of the cookies .,,
6209,he's pointing that way .,,
2104,and puppy dog was mad .,,
3378,he gave him five cents .,,
5250,but I was doing that !,,
2411,and then the doctor came .,,
5046,he picked out some yummy cookies .,,
4457,I never do that .,,
3634,and it jumped right off the ai:r .,,
6587,&~ooh it got stuck in the sand .,,
5090,he came out of water .,,
2134,I don't know .,,
3572,and his pants were ripping &=laughs .,,
2676,and after that he put some sand on the sandcastle .,,
4982,he dropped it in the pool .,,
4285,and a rabbit had money somewhere to find .,,
4426,the lifeguard came and looked at the elephant's owie .,,
3340,there was a balloon guy .,,
3627,oh they already had a party .,,
2105,but then the bunny rabbit wasn't .,,
4987,and the man elephant was trying to took it .,,
5828,and the elephant wanted to play with it .,,
3351,and he's still sleeping .,,
5125,and then he goes .,,
4529,once there was an elephant .,,
5099,&-um now they're all going to play basketball .,,
6622,all pretty .,,
3108,and then the dog was mad at him !,,
6263,and she cried when it was a bandage on her .,,
3141,and the doggy said come on .,,
3640,and they decided to do everything .,,
5818,she slipped and fell .,,
2568,and then she's angry at rabbit .,,
2453,they forgot about them (be)cause he was sick .,,
2018,&~ooh gross .,,
2258,then there was a big pile of sand .,,
3780,he was &-um building it by he self .,,
2350,and he pays the man .,,
5498,&-uh the horse came .,,
4038,then they &-um eat everything .,,
6624,taking a bag of cookies .,,
4129,then he puts on lots of sand .,,
5480,that's why he was mad .,,
5182,and the airplane go .,,
3649,ah &=laughs .,,
2480,no handlin(g) .,,
5279,and she hurt herself bad .,,
3341,and there was the girl again .,,
6492,and then now he helped to get him up .,,
5981,and it was his .,,
4339,he was eating one at a time .,,
3505,and they want to take it .,,
5116,and they were happy again .,,
5729,"+, were playing in the sand .",,
2127,looks like a doctor .,,
5224,ah ou:ch .,,
5508,I see two shopping carts .,,
2902,dog hadta pull him .,,
3333,and she was trying to get it .,,
5521,and here's letters .,,
4309,and the dog stayed with the man .,,
2277,then one of them is sad .,,
3700,and then he wasn't feeling very good .,,
5462,and she got hurt .,,
4770,and they're going to still swim .,,
6464,and &=laughs the end .,,
4051,the doctor said maybe .,,
4098,and they make one castle .,,
6168,and then the little boy got a box of cookies .,,
5801,and the elephant was a little happy again .,,
2845,and then &-uh .,,
6719,horse playing a game .,,
6571,the elephant pushed the horse in the water .,,
4690,when he got there he saw some cookies .,,
6536,first he went to the grocery store .,,
5609,the ball picked them out .,,
6205,then he was running in the water .,,
5915,somebody needed to swim in there and get it maybe .,,
2357,and the pig's getting mad at the rabbit .,,
5149,she was trying to get it at &-um &-um .,,
3263,and they picked one .,,
4999,and then the elephant took it away from the giraffe .,,
2970,they were walking for a picnic .,,
5586,there's only one that was just right .,,
3723,and then the doctor says oh man .,,
5471,there's some bricks .,,
3077,and then it +//.,,
6480,they are friends playing with balls .,,
6343,but then it went in the water .,,
4559,and then &-um the elephant looks like a girlfriend .,,
5923,and the giraffe was sitting beside her .,,
2608,then it broke .,,
6424,and then the zebra got really mad at the elephant .,,
4128,then the rabbit &-um helped him .,,
2281,please I don't want you .,,
2321,the rabbit and the kangaroo are building a sandcastle .,,
2273,&-um the bunny and the baby elephant are building a sandcastle .,,
4306,the rabbit saw a balloon man having balloons .,,
6543,he was gonna get potatoes and not .,,
5071,the cow just got it .,,
4533,and then his friend got &+ve very angry at him .,,
1999,that's what I call food that's bad for you junk .,,
6459,she's playing with a ball .,,
3917,&+sh they both get one .,,
2791,he wanted a balloon again .,,
5114,the cow .,,
2496,if she was well .,,
6106,and then the giraffe went splashing in the water to get all three balls .,,
3713,and now the doctor is taking her .,,
4528,another elephant story .,,
4300,so they went along .,,
2832,and then it popped .,,
2682,and then they were gonna make it again !,,
2292,but then it was up before he went .,,
3787,then the next bunny destroys his sandcastle .,,
5065,so your husband too .,,
5811,and it was really heavy .,,
5118,and then one of them fall into the river .,,
2053,talked to a doctor .,,
3908,the dog is pulling a wagon with a balloon tied to it .,,
4135,he went .,,
4338,they were playing in the sandbox with a picnic .,,
4337,and then they were there already .,,
6590,&~ooh the elephant's going to pull it out .,,
5353,and he's holding onto his airplane as he's putting her hands out .,,
3474,but he couldn't .,,
2897,and then he got the balloon for her and him a balloon .,,
6021,and he loved it again .,,
5202,now it fell in the water .,,
2807,and the bunny said goodbye to his friend .,,
5709,and then he rowed to get the watermelon .,,
2958,and then he said +/.,,
5463,and then they got her .,,
4280,she was angry .,,
6717,diving off the diving board .,,
4314,&-um the dog was carrying a balloon .,,
5220,now he mad at her .,,
4720,and the man was angry .,,
5653,and then they went and played with them .,,
4200,ah the balloon it's flying !,,
2569,and then there's a new &+ba balloon sale .,,
3338,and &+sh she wanted one too .,,
6226,&+an and then they didn't know how to get it .,,
5434,I think they are battling .,,
2884,and we got a number five .,,
4447,and he liked the airplane now .,,
4391,what's this one ?,,
6228,there wasn't allowed airplanes there .,,
5870,and then the man was trying to get it .,,
5139,and then he's glad to have it back .,,
5344,and they saw a jumping thing .,,
2855,and then that dog was mad at that rabbit .,,
4226,and mommy was &-uh looking that way .,,
2301,once they were playing in the sandbox .,,
4990,&-uh they told questions .,,
3808,and there was one for each of them .,,
4343,and then he laid down with a blankie .,,
3138,and she was making a big sandcastle with a bow on it .,,
3185,and the rabbit got scared .,,
3913,he gives them no balloons .,,
3410,and there goes the friend .,,
6259,and she scraped her knee on the &-um sidewalk .,,
2401,then they go to get an:other one .,,
3060,but he has bubbles .,,
2751,and then they gotta have a balloo:n .,,
2081,(.) and they &-um ate lots of food .,,
6290,and his friend came and helped him .,,
5092,he got it and swam back and got out .,,
2469,not the x@l with the banana .,,
6670,and then one of the elephants came to help with a bandage .,,
6015,and then they gave it back .,,
2920,and they had a bi:g problem .,,
5886,and the giraffe said thank you .,,
3916,she &+pa pays for one .,,
2918,cure him .,,
2752,we went for a picnic .,,
2522,that day he was getting the wagon .,,
3813,then he was &+ba angry .,,
6534,and he was getting a cookie .,,
4697,the elephant hugs the ball .,,
6621,and then he passed it to the elephant .,,
4756,then he just tried to get it .,,
4212,that kind .,,
4282,and he didn't know .,,
5692,she thought it might pop .,,
3556,and then all that was left of it was half a string .,,
4993,he said why is that airplane in the pool ?,,
2217,and he started shoveling it .,,
4695,the ball falls in the water .,,
5841,&+an and he said it fell in the water .,,
2937,and then she gave him a dollar and gave them a balloon .,,
6173,I was looking at some food .,,
3324,and he liked it .,,
4875,and then she started to fly it (be)cause she thought it was so: funny .,,
3491,and the bunny's holding the basket .,,
4425,she slipped .,,
3315,and he couldn't reach it .,,
4404,pigs do like this &=laughs .,,
4186,he was taking a balloon to someone .,,
6506,playin(g) baseball .,,
5263,and &=coughs he had owie .,,
5598,&=coughs that hurts my voice when I do that .,,
3277,and then they both got one .,,
2120,and then the doctor &-um comes to the rabbit .,,
5121,and then he got out .,,
4920,&=high_pitched please help us (be)cause that airplane is stuck in the water !,,
5115,and he caught it .,,
2041,&-um there was this dog pulling a wagon with a balloon on it .,,
6434,she's crying .,,
6092,then the elephant looked at him .,,
3187,and then he threw his shovel back .,,
2547,we get to keep these two balloons .,,
3876,the rabbit saw the dog .,,
4158,and the dog was building a sandcastle with the bunny .,,
3718,his eyeballs are looking together .,,
4577,and then they fell down .,,
3374,but they lost the grip .,,
3620,a doctor is listenig .,,
2448,he was fat .,,
2733,and the balloon popped .,,
5834,and then the person who takes toys out of the water she came with a net .,,
6673,and she went .,,
2405,then rabbit tells his mommy if he can get any money from her .,,
3955,he was getting a stomachache .,,
2117,the dog shares his lunch with the rabbit .,,
2189,oh and then the bunny::'s dog friend got mad and made his teeth like this &=growls .,,
5033,and then they hurt her knee .,,
5547,a guy was going shopping .,,
3326,and there was a wagon on it tied up .,,
4943,the elephant's looking at the water .,,
3585,he wanted her balloon .,,
4665,then he started to go in .,,
4582,&-um taking a ball out .,,
3992,then the puppy was standing there .,,
5603,I did it .,,
5043,elephant with a ball holding it .,,
4410,let's get it !,,
5119,and then the cow goes in .,,
6283,they were mad .,,
6695,&-um they're at the swimming pool .,,
2440,havin(g) a picnic somewhere .,,
4596,&~ooh you turn it on !,,
5710,but it wasn't a watermelon .,,
5286,he cried .,,
3594,and they sit down .,,
2009,and the doggy was very happy .,,
2709,so they couldn't get a balloon .,,
2014,just like this .,,
4071,then they bumped into her .,,
5600,and the camel was swimming for it .,,
5932,and they're happy .,,
5211,&-uh the end .,,
3940,then it started to pop .,,
4916,and then she got a bandaid on .,,
3129,and I see the rabbit &=laughs is going to flip that bucket over .,,
4169,so she tried to fix it .,,
4624,then his dad went mad .,,
5672,and they &+fe get the ball .,,
2636,and then we made a sandcastle .,,
2810,he was going like the bunny was .,,
3809,and that was good .,,
2922,one day the puppy and the rabbit came for a picnic in a forest .,,
3166,and they were playing in a sandbox !,,
4395,then the lifeg^uard put a bandaid on .,,
1784,but she just can't reach it .,,
4864,then she keep on racing over there .,,
6104,and giraffe came .,,
4255,and there was extra balloons .,,
3160,then pour all this sand on the castle .,,
3300,so he just left him and ran and ran .,,
2924,and he got sick and was too full .,,
6694,and then a lady comes along .,,
4588,they all fall down .,,
2853,and then he didn't notice .,,
3731,only two .,,
2900,out they packed .,,
6363,that day that one he said aah that one died .,,
6675,that's why .,,
4520,I gotta go to the doctor .,,
5677,the store manager was really angry .,,
2777,and then that guy was really mad .,,
5315,and now they're gonna jump right now .,,
2136,he took it off .,,
2422,and &-um they're going home .,,
4656,and that's bad (be)cause the mommy died and all their family .,,
2421,and &-um there was a spinny thing around his head .,,
3420,now the string's falling down from the sky with it .,,
4428,and the elephant wanted to go on the jumping board .,,
1950,and then the balloon is up the sky .,,
5737,and she hurt herself on the knee !,,
4939,that was the end of the story .,,
4792,but they hafta jump from the diving board .,,
3546,he was standing right there .,,
6460,then it drops in the water .,,
4496,the giraffe was mad at the elephant what she did to his airplane .,,
5900,but then he hugged it and hugged it .,,
5589,so he was running down the path to try to say sorry .,,
2704,Michael was coming along to see the balloon .,,
2245,but it was hard to make .,,
2168,they still have it tied on .,,
5605,and they see a big bubble in the swimming pool .,,
6612,the giraffe actually hit it in the pool .,,
4201,aw the balloon's broken !,,
